Column 1	LC-ID-Per	LC-ID-names	org	url	LC-ID-Cor	u1
Wolfson, Deborah.	n85204167	n85204167	Person	http://example.org/1318845#Agent700-30		
Akeh-Osu, Lawrence	n85273376	n85273376	Person	http://example.org/1371655#Agent700-21		
Freeman, Milton M.R., 1934-	n82223035	n82223035	Person	http://example.org/1409258#Agent100-12		
Western Regional Science Association. Meeting. (23rd : 1984 : Monterey, Calif.)			Organization	http://example.org/1409258#Agent710-24		
Western Regional Science Association. Meeting.		n82122946	Organization	http://example.org/1409258#Agent710-25	n82122946	
Aristotle	n79004182	n79004182	Person	http://example.org/1314216#Agent100-20	n83203777	
Irwin, Terence	n77016159	n77016159	Person	http://example.org/1314216#Agent700-31		
Händel, George Frideric, 1685-1759	n79129204	n79129204	Person	http://example.org/1324868#Agent100-12	n81073693	
Shaw, Watkins, 1911-1996	n81033042	n81033042	Person	http://example.org/1324868#Agent700-28		
Händel, George Frideric, 1685-1759	n79129204	n79129204	Person	http://example.org/1324868#Agent800-29	n81073693	
Bâ, Amadou Hampâté	n84149759	n84149759	Person	http://example.org/1330416#Agent100-10		
MacNaughton, Margot.			Person	http://example.org/1397323#Agent100-11		
Muren, Marie.			Person	http://example.org/1397323#Agent700-24		
Tyson, Ian, 1933 September 25-	n89623686	n82020426	Organization	http://example.org/1397323#Agent710-25	n82020426	
King, Kenneth, 1940-....	n50049539	n50049539	Person	http://example.org/1340470#Agent100-13		
Agi︠e︡ev, M.	n84035484	n84035484	Person	http://example.org/1313642#Agent100-13		
Cheney, E. W. (Elliott Ward), 1929-	n79073663	n79073663	Person	http://example.org/1336904#Agent100-15		
Kincaid, David (David Ronald)	n79073319	n79073319	Person	http://example.org/1336904#Agent700-28		
Field, Peggy-Anne	n82219914	n82219914	Person	http://example.org/1368589#Agent100-14		
Morse, Janice M.	n85020751	n85020751	Person	http://example.org/1368589#Agent700-29		
Bakun, Miguel, 1909-1963	no2007041179	no2007041179	Person	http://example.org/1310573#Agent600-18		http://example.org/1310573#Agent600-18
Back, Sílvio 1937-....	n82142293	n82142293	Person	http://example.org/1310573#Agent700-19		
Rosendorfer, Herbert, 1934-2012	n81026657	n81026657	Person	http://example.org/1393042#Agent100-9		
Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	n79036830	Person	http://example.org/1302800#Agent100-15		
France, Hector, 1837-1908	n84167702	n84167702	Person	http://example.org/1302626#Agent100-11		
Harrington, M.R. (Mark Raymond), 1882-1971	n79092552	n79092552	Person	http://example.org/1302626#Agent600-19		http://example.org/1302626#Agent600-19
Kerr, K. Austin (Kathel Austin)	n84180270	n84180270	Person	http://example.org/1354871#Agent100-16		
Anti-saloon League of America		n82081084	Organization	http://example.org/1354871#Agent610-25	n82081084	http://example.org/1354871#Agent610-25
Alberta. Alberta Municipal Affairs. Planning Services Division.		n82050559	Jurisdiction	http://example.org/1001202#Agent710-18	n82050559	
Ghiazza, Silvana.	n87939568	n87939568	Person	http://example.org/1000458#Agent100-9		
Petrarca, Francesco, 1304-1374.	n79092622	n79092622	Person	http://example.org/1000458#Agent600-19		http://example.org/1000458#Agent600-19
Stankovsky, Jan	n79065327	n79065327	Person	http://example.org/1359383#Agent100-9		
Marusyn, Myroslav	n81010218	n81010218	Person	http://example.org/1390692#Agent600-22		http://example.org/1390692#Agent600-22
Thomas, Aquinas, Saint, 1225?-1274	n78095790	n79041716	Organization	http://example.org/1390692#Agent610-23	n79046634	http://example.org/1390692#Agent610-23
Thomas, Aquinas, Saint, 1225?-1274	n78095790	n79041716	Organization	http://example.org/1390692#Agent610-24	n79046634	http://example.org/1390692#Agent610-24
Marusyn, Myroslav	n81010218	n81010218	Person	http://example.org/1390692#Agent700-27		
Gass, Boris	n84225334	n84225334	Person	http://example.org/1315344#Agent100-10		
Pasternak, Leonid Osipovich, 1862-1945	n82057055	n82057055	Person	http://example.org/1315344#Agent600-19		http://example.org/1315344#Agent600-19
Pasternak, Leonid Osipovich, 1862-1945	n82057055	n82057055	Person	http://example.org/1315344#Agent600-20		http://example.org/1315344#Agent600-20
Pasternak, Leonid Osipovich, 1862-1945	n82057055	n82057055	Person	http://example.org/1315344#Agent700-21		
Conseil des artistes peintres du Québec.		nr90013786	Organization	http://example.org/1405386#Agent710-19	nr90013786	
Thuillier, Jacques	n50011887	n80160083	Organization	http://example.org/1405386#Agent710-20	n80160083	
Maison de la culture Côte-des-Neiges.		n93117245	Organization	http://example.org/1405386#Agent710-21	n93117245	
Wilshere, E. R.	n77004249	n77004249	Person	http://example.org/1313288#Agent700-26		
Lydon, John, 1956-....	n94113308	n94113308	Person	http://example.org/1313288#Agent700-27		
Oxfordshire Area Health Authority.		nb2009010597	Organization	http://example.org/1313288#Agent710-28	nb2009010597	
Hocks, Paula	n87135545	n87135545	Person	http://example.org/1296103#Agent100-8		
Hocks, Paula	n87135545	n87135545	Person	http://example.org/1296103#Agent600-18		http://example.org/1296103#Agent600-18
Hill, Peter, 1948-....	n83066015	n83066015	Person	http://example.org/1312499#Agent100-15		
Osborne, Nigel	n84040877	n84040877	Person	http://example.org/1312499#Agent700-30		
Skempton, Howard, 1947-....	n88602369	n88602369	Person	http://example.org/1312499#Agent700-31		
Martin, Paul, 1901-1984	n2007033968	n2007033968	Person	http://example.org/1312499#Agent700-32		
Khotenovskiı̆, I. A. (Igorʹ Aleksandrovich)			Person	http://example.org/1328729#Agent100-9		
Smirnov, N. N.	n83329051	n80097448	Organization	http://example.org/1328729#Agent710-21	n80097448	
Block, Lawrence	n79081408	n79081408	Person	http://example.org/1339268#Agent700-19		
Tisdell, C. A. (Clement Allan)	n50012738	n79093014	Organization	http://example.org/1339268#Agent710-20	n79093014	
Editorial Letras Cubanas.		n81059515	Organization	http://example.org/1359187#Agent710-19	n81059515	
Georgievski, Hristo, 1943-	n79015145	n79015145	Person	http://example.org/1344911#Agent100-11		
Živković, Dragiša	n83318957	n83318957	Person	http://example.org/1305393#Agent100-9		
Kostić, Laza, 1841-1910	n80145095	n80145095	Person	http://example.org/1305393#Agent600-19		http://example.org/1305393#Agent600-19
Kondoleon, Harry	n85812310	n85812310	Person	http://example.org/1375295#Agent600-17		
Kondoleon, Harry	n85812310	n85812310	Person	http://example.org/1375295#Agent700-18		
Beard, Mark	n88671756	n88671756	Person	http://example.org/1375295#Agent700-19		
Sussler, Betsy	n91056804	n91056804	Person	http://example.org/1375295#Agent700-20		
Rattray, David, 1958-2007	nb2004024015	nb2004024015	Person	http://example.org/1375295#Agent700-21		
Anderman, Janusz, 1949-....	n84110955	n84110955	Person	http://example.org/1367181#Agent100-14		
Lihamba, Amandina.	n84051495	n84051495	Person	http://example.org/1313867#Agent100-10		
Hussein, Ebrahim H., 1943-			Person	http://example.org/1313867#Agent600-20		http://example.org/1313867#Agent600-20
Corea, Gamani, 1925-....	n80121152	n79081600	Organization	http://example.org/1322889#Agent710-28	n79032201	
Canadian Association of University Teachers.		n50036093	Organization	http://example.org/1407608#Agent710-23	n50036093	
Jabotinsky, Vladimir, 1880-1940	n82033041	n82033041	Person	http://example.org/1315451#Agent100-12		
Jabotinsky, Vladimir, 1880-1940	n82033041	n82033041	Person	http://example.org/1315451#Agent600-24		http://example.org/1315451#Agent600-24
Nimmo, A. P.			Person	http://example.org/1302280#Agent100-14		
British Columbia Provincial Museum.		n81093187	Organization	http://example.org/1302280#Agent710-26	n81093187	
Good, Colin H.	n85354702	n85354702	Person	http://example.org/1371862#Agent100-13		
Mok, Bong-ho	n88648890	n88648890	Person	http://example.org/1314596#Agent100-10		
Ricken, Ulrich.	n85095061	n85095061	Person	http://example.org/1313300#Agent100-11		
International Workshop on Alluvial River Problems. (2nd : 1985 : University of Roorkee)			Meeting	http://example.org/1363615#Agent111-12		
Goswami, D. Yogi.	n85324642	n80161618	Organization	http://example.org/1363615#Agent710-24	n80161618	
India. Central Board of Irrigation and Power.		n80120711	Jurisdiction	http://example.org/1363615#Agent710-25	n80120711	
World Sanskrit Conference. (5th : 1981 : Varanasi, India)			Meeting	http://example.org/1302126#Agent111-10		
Dandekar, Ramchandra Narayan	n50040302	n50040302	Person	http://example.org/1302126#Agent700-22		
Navathe, P.D.	n88022213	n88022213	Person	http://example.org/1302126#Agent700-23		
Yoshida, Kazuhiko, 1954-	n90601337	n86091645	Meeting	http://example.org/1302126#Agent711-24	n86091645	
Conference on Curriculum Theory in Physical Education (4th : 1985 : Athens, Ga.)			Meeting	http://example.org/1338067#Agent111-9		
Carnes, M. Martha	n86812349	n86812349	Person	http://example.org/1338067#Agent700-19		
Kopelman, F.	n90638976	n90638976	Person	http://example.org/1384253#Agent100-9		
Moyer, Sharon	n78073422	n78073422	Person	http://example.org/1384253#Agent700-26		
Canada. Ministry of the Solicitor General. Programs Branch.		n82119823	Jurisdiction	http://example.org/1384253#Agent710-27	n82119823	
Canada. Ministry of the Solicitor General. Research Division.		n78024279	Jurisdiction	http://example.org/1384253#Agent710-28	n78024279	
Canada. Solicitor General Canada. Ministry Secretariat.		n83132881	Jurisdiction	http://example.org/1384253#Agent710-29	n83132881	
Laidler, David E. W.	n50039414	n79089981	Organization	http://example.org/1348427#Agent110-11	no95038119	
Viet, Jean.	n79006575	n82239575	Organization	http://example.org/1348427#Agent710-22	no95038119	
Laidler, David E. W.	n50039414	n79089981	Organization	http://example.org/1348425#Agent110-11	no95038119	
Viet, Jean.	n79006575	n82239575	Organization	http://example.org/1348425#Agent710-22	no95038119	
Canada. Public Works Canada.		n83067891	Jurisdiction	http://example.org/1369122#Agent710-24	n80119886	
Thurber Consultants Ltd.		n87833409	Organization	http://example.org/1369122#Agent710-25	n87833409	
Austria. Bundespressedienst.		n80089838	Jurisdiction	http://example.org/1298371#Agent710-19	n80089838	
Arsenov, V. G.			Person	http://example.org/1398366#Agent100-12		
Moore, Colleen Grogan	n85213057	n85213057	Person	http://example.org/1404483#Agent100-12		
Siskin, Cheryl	n85213056	n85213056	Person	http://example.org/1404483#Agent700-22		
Dirlam, Richard	n88613877	n88613877	Person	http://example.org/1351231#Agent100-16		
Aubart, Michael, 1952-	n88613879	n88613879	Person	http://example.org/1351231#Agent700-34		
Stokes, Eric	n85225841	n85225841	Person	http://example.org/1351231#Agent700-35		
Masuda, Kozo, 1934-	n88613883	n88613883	Person	http://example.org/1351231#Agent700-36		
Stockhausen, Karlheinz, 1928-2007.	n79107867	n79107867	Person	http://example.org/1351231#Agent700-37	no2002065542	
Cernea, Michael M.	n81148110	n81148110	Person	http://example.org/1339833#Agent700-24		
Serageldin, Ismail, 1944-	n82160262	n79043403	Organization	http://example.org/1339833#Agent710-25	n79043403	
Quatuor de saxophones de Montréal.		no00029292	Organization	http://example.org/1312515#Agent110-14	no00029292	
Novalis, 1772-1801	n78096916	n78096916	Person	http://example.org/1312515#Agent700-29		
Pousseur, Henri	n80133182	n80133182	Person	http://example.org/1312515#Agent700-30	nb2005000058	
Leibowitz, René, 1913-1972	n81035845	n81035845	Person	http://example.org/1312515#Agent700-31	n85023027	
Legrand, Michel, 1932-....	n82004250	n82004250	Person	http://example.org/1312515#Agent700-32	no93004780	
Québec (Province). Ministère de l'énergie et des ressources.		n82081769	Jurisdiction	http://example.org/1300857#Agent710-20	n82081769	
Ivanov, V. N. (Vilen Nikolaevich), 1934-	n81040117	n81040117	Person	http://example.org/1341604#Agent700-23		
Institut sot͡siologicheskikh issledovaniĭ (Akademii͡a nauk SSSR)		n80097756	Organization	http://example.org/1341604#Agent710-24	n80097756	
Bulpin, T. V. (Thomas Victor), 1918-1999	n50040466	n50040466	Person	http://example.org/1380237#Agent700-20		
Mayhew, Vic	n77013474	n77013474	Person	http://example.org/1380237#Agent700-21		
Gallop, Jane, 1952-....	n80123639	n80123639	Person	http://example.org/1001292#Agent100-15		
Lacan, Jacques, 1901-1981.	n80022983	n80022983	Person	http://example.org/1001292#Agent600-25	n93018907	http://example.org/1001292#Agent600-25
McGinn, Noel F., 1934-....	n79126493	n79126493	Person	http://example.org/1330842#Agent100-10		
Barra Gallardo, Nancy	n2009024178	n2009024178	Person	http://example.org/1330842#Agent700-26		
Harris, C. C. (Christopher Charles)	n79122659	n79122659	Person	http://example.org/1330842#Agent700-27		
Unesco. Division of Educational Policy and Planning.		n81004556	Organization	http://example.org/1330842#Agent710-28	n81004556	
Flores, Romeo M.	n81121838	n81121838	Person	http://example.org/1298245#Agent700-26		
Davis, Richard A., Jr., 1937-	n83002007	n79055482	Organization	http://example.org/1298245#Agent710-27	n79055482	
Canadian Coast Guard. Ship Operations.		n90641615	Organization	http://example.org/1330266#Agent710-27	n90641615	
Gautier, Donald L.	n81019385	n81019385	Person	http://example.org/1298278#Agent100-10		
Kharaka, Yousif K.	n88619528	n88619528	Person	http://example.org/1298278#Agent700-26		
Surdam, Ronald C.	n84018031	n84018031	Person	http://example.org/1298278#Agent700-27		
Davis, Richard A., Jr., 1937-	n83002007	n79055482	Organization	http://example.org/1298278#Agent710-28	n79055482	
Newton, Isaac, 1642-1727	n79007443	n79007443	Person	http://example.org/1359159#Agent600-26		http://example.org/1359159#Agent600-26
Westfall, Richard S.	n79123995	n79123995	Person	http://example.org/1359159#Agent600-27		http://example.org/1359159#Agent600-27
Westfall, Richard S.	n79123995	n79123995	Person	http://example.org/1359159#Agent700-31		
Osler, Margaret J., 1942-2010	n81073260	n81073260	Person	http://example.org/1359159#Agent700-32		
Farber, Paul Lawrence, 1944-....	n82067243	n82067243	Person	http://example.org/1359159#Agent700-33		
Ungar, Joseph, 1948-	n85076821	n85076821	Person	http://example.org/1398279#Agent100-12		
Mandela, Nelson, 1918-2013.	n85153068	n79021345	Organization	http://example.org/1339915#Agent610-23	n79021345	http://example.org/1339915#Agent610-23
Welsum, Desiree van	no2007003602	n81019298	Organization	http://example.org/1339915#Agent710-26	n81019298	
Prebisch, Raúl	n50022878	n79081600	Organization	http://example.org/1339915#Agent710-27	n79032201	
Canada. Ministry of the Solicitor General. Programs Branch.		n82119823	Jurisdiction	http://example.org/1323474#Agent710-18	n82119823	
Fernie, John, 1948-....	n87900113	n87900113	Person	http://example.org/1391527#Agent100-13		
Pitkethly, Alan	n85242287	n85242287	Person	http://example.org/1391527#Agent700-26		
Serfaty, Thierry	no2001094501	no2001094501	Person	http://example.org/1325855#Agent100-12		
Brontë, Patrick Branwell, 1817-1848	n79084405	n79084405	Person	http://example.org/1325855#Agent700-24		
Allsop, N. W. H. (Nigel William Henry), 1951-	n2001014062	n80076409	Organization	http://example.org/1298995#Agent710-22	n80076409	
Magnago Lampugnani, Vittorio, 1951-....	n80019819	n82140463	Organization	http://example.org/1356485#Agent610-21	n82140463	http://example.org/1356485#Agent610-21
Klotz, Heinrich	n50043435	n50043435	Person	http://example.org/1356485#Agent700-23		
Jencks, Charles	n79018196	n79018196	Person	http://example.org/1356485#Agent700-24		
Magnago Lampugnani, Vittorio, 1951-....	n80019819	n82140463	Organization	http://example.org/1356485#Agent710-25	n82140463	
Katz, Jacob, 1904-1998	n80021756	n80021756	Person	http://example.org/1002112#Agent100-11		
Nietzsche, Friedrich Wilhelm, 1844-1900	n79021132	n79021132	Person	http://example.org/1002112#Agent600-21	n80157555	http://example.org/1002112#Agent600-21
Rauschenberg, Robert, 1925-2008	n79099066	n79099066	Person	http://example.org/1369092#Agent100-11	n91014996	
Rauschenberg, Robert, 1925-2008	n79099066	n79099066	Person	http://example.org/1369092#Agent600-22	n91014996	http://example.org/1369092#Agent600-22
Cathcart, Linda L.	n78081216	n78081216	Person	http://example.org/1369092#Agent700-23		
Barthelme, Donald	n50023795	n50023795	Person	http://example.org/1369092#Agent700-24		
Kounellis, Jannis, 1936-2017	n82165933	n50047073	Organization	http://example.org/1369092#Agent710-25	n50047073	
Walser, Robert, 1878-1956	n50024511	n50024511	Person	http://example.org/1352734#Agent100-13		
Harman, Mark	n85007510	n85007510	Person	http://example.org/1352734#Agent700-25		
Rosenstock-Huessy, Eugen, 1888-1973.	n79021797	n79078132	Organization	http://example.org/1352734#Agent710-26	n79078132	
Srebro, Milivoj, 1957-....	n86068697	n86068697	Person	http://example.org/1351953#Agent100-11		
Ćosić, Bora	n84069453	n84069453	Person	http://example.org/1351953#Agent600-22		http://example.org/1351953#Agent600-22
Kiˇs, Danilo 1935-1989	n80102303	n80102303	Person	http://example.org/1351953#Agent600-23		http://example.org/1351953#Agent600-23
Kovač, Mirko	n82256293	n82256293	Person	http://example.org/1351953#Agent600-24		http://example.org/1351953#Agent600-24
Baerg, Irmgard, 1942-	n88675885	n88675885	Person	http://example.org/1303996#Agent100-15		
Eckhardt-Gramatté, S.C. (Sophie-Carmen), 1899-1974	n81075897	n81075897	Person	http://example.org/1303996#Agent700-28		
Heine, Heinrich, 1797-1856.	n79081313	n79081313	Person	http://example.org/1303996#Agent700-29	no2008136728	
Chopin, Frédéric, 1810-1849	n79127769	n79127769	Person	http://example.org/1303996#Agent700-30		
Omar Khayyām	n79105787	n79105787	Person	http://example.org/1295856#Agent100-11	no99064055	
Kennedy, John F. John Fitzgerald 1917-1963	n79055297	n79055297	Person	http://example.org/1295856#Agent700-21	n99000577	
Jaspers, Karl, 1883-1969.	n78095410	n78095410	Person	http://example.org/1002074#Agent600-21		http://example.org/1002074#Agent600-21
Jaspers, Karl, 1883-1969.	n78095410	n78095410	Person	http://example.org/1002074#Agent700-22		
Thyen, Hartwig	n85123887	n85123887	Person	http://example.org/1002074#Agent700-23		
Thyen, Hartwig	n85123887	n80118526	Jurisdiction	http://example.org/1002074#Agent710-24	n80118526	
Alekseev, M. P. (Mikhail Pavlovich), 1896-1981	n81008188	n81008188	Person	http://example.org/1370255#Agent100-11		
Vipper, I︠U︡. B. (I︠U︡riĭ Borisovich)	n86022745	n86022745	Person	http://example.org/1370255#Agent700-28		
Zaborov, P. R. (Petr Romanovich)	n86022746	n86022746	Person	http://example.org/1370255#Agent700-29		
Vohra, Vinayak	n89184291	n89184291	Person	http://example.org/1396348#Agent100-13		
Hollis, Margaret.	n85029352	n85029352	Person	http://example.org/1394366#Agent100-10		
Donizetti, Gaetano, 1797-1848.	n79132358	n79132358	Person	http://example.org/1315685#Agent700-24		
Gorlier, Claudio.	n82122440	n82122440	Person	http://example.org/1315685#Agent700-25		
Zoppi, Sergio.	n80028442	n80028442	Person	http://example.org/1315685#Agent700-26		
Bull, Knut Astrup, 1968-....	no2015033535	n81059875	Organization	http://example.org/1387253#Agent610-22	n81059875	http://example.org/1387253#Agent610-22
Bull, Knut Astrup, 1968-....	no2015033535	n81059875	Organization	http://example.org/1387253#Agent710-25	n81059875	
Austria. Bundespressedienst.		n80089838	Jurisdiction	http://example.org/1298369#Agent710-22	n80089838	
Cross, Robin, 1948-	n81100278	n81100278	Person	http://example.org/1316651#Agent100-11		
Engerman, Stanley L.	n84228531	n82032003	Organization	http://example.org/1378545#Agent110-10	n79054571	
Engerman, Stanley L.	n84228531	n82032003	Organization	http://example.org/1378545#Agent710-23	n79054571	
Oakley, Barry	n50029841	n50029841	Person	http://example.org/1405242#Agent100-12		
Paisley, Victor	n87116111	n87116111	Person	http://example.org/1333943#Agent100-10		
Canadian Bar Association.		n80126150	Organization	http://example.org/1333943#Agent710-22	n80126150	
Wead, Doug.	n79045308	n79045308	Person	http://example.org/1394374#Agent100-13		
Beisner, Monika	n79053729	n79053729	Person	http://example.org/1001609#Agent100-13		
Brown, L. F. (Leonard Franklin), 1928-	n50040081	n50040081	Person	http://example.org/1316348#Agent100-10		
Fisher, W. L. (William Lawrence), 1932-	n79106730	n79106730	Person	http://example.org/1316348#Agent700-24		
Benthem, Johan van 1949-	n82138606	n82138606	Person	http://example.org/1333340#Agent100-9		
Inkelas, Sharon.	n88259781	n85313759	Organization	http://example.org/1333340#Agent710-20	n2003071154	
Frank, André Gunder, 1929-2005	n79084886	n79084886	Person	http://example.org/1344415#Agent700-25		
Jett-Simpson, Mary, 1938-	n88157836	n88157836	Person	http://example.org/1344415#Agent700-26		
Dahl, Sandra (Sandra Sue)	no2017025458	no2017025458	Person	http://example.org/1344415#Agent700-27		
Gwartney, James D.	n80044658	n79107940	Jurisdiction	http://example.org/1344415#Agent710-28	n79107940	
Wisconsin Educational Television Network.		n82127686	Organization	http://example.org/1344415#Agent710-29	n82127686	
Austen, Jane, 1775-1817.	n79032879	n79032879	Person	http://example.org/1339374#Agent100-9		
Penrose, Roland, Sir	n79055560	n79055560	Person	http://example.org/1325764#Agent100-12		
Ellis-Grunfeld, Roberta.			Person	http://example.org/1320150#Agent100-9		
Penner, Roland	n83216088	n83216088	Person	http://example.org/1320150#Agent700-21		
Manitoba Advisory Council on the Status of Women.		n85267108	Organization	http://example.org/1320150#Agent710-22	n85267108	
Morrow, Lyn, 1911-			Person	http://example.org/1354532#Agent100-11		
Wilmshurst, T.H.	n85183420	n85183420	Person	http://example.org/1319648#Agent100-12		
Barzun, Jacques, 1907-2012.	n79135237	n79135237	Person	http://example.org/1341382#Agent100-12		
Avison, Charles, 1709-1770	n82003133	n82003133	Person	http://example.org/1345036#Agent100-12		
Lœillet, John, 1680-1730	n80149480	n80149480	Person	http://example.org/1338222#Agent100-14		
Lœillet, John, 1680-1730	n80149480	n80149480	Person	http://example.org/1338222#Agent700-29		
Pipes, Richard	n80005118	n80005118	Person	http://example.org/1322575#Agent100-13		
Huber, Sallie Craig	n79038590	n79038590	Person	http://example.org/1001181#Agent700-19		
Social Marketing International Association.		no2012006392	Organization	http://example.org/1001181#Agent710-20	no2012006392	
William &amp; Flora Hewlett Foundation.			Organization	http://example.org/1001181#Agent710-21		
Ruse, Michael	n78086451	n78086451	Person	http://example.org/1339204#Agent100-15	no2010000622	
Shukla, Hira Lal	n50057620	n50057620	Person	http://example.org/1327292#Agent100-12		
Lalewicz, Janusz	n85325769	n85325769	Person	http://example.org/1000839#Agent100-11		
Ely, Timothy	n88244506	n88244506	Person	http://example.org/1340313#Agent100-10		
Tchaikovsky, Peter Ilich, 1840-1893	n79072979	n79072979	Person	http://example.org/1351233#Agent100-15	n81139912	
Nicholson, Linda, 1955-....	n86134487	n86134487	Person	http://example.org/1351233#Agent700-30		
Tchaikovsky, Peter Ilich, 1840-1893	n79072979	n79072979	Person	http://example.org/1351233#Agent700-31	n81139912	
Tchaikovsky, Peter Ilich, 1840-1893	n79072979	n79072979	Person	http://example.org/1351233#Agent700-32	n81139912	
Tchaikovsky, Peter Ilich, 1840-1893	n79072979	n79072979	Person	http://example.org/1351233#Agent700-33	n81139912	
Tchaikovsky, Peter Ilich, 1840-1893	n79072979	n79072979	Person	http://example.org/1351233#Agent700-34	n81139912	
Boccherini, Luigi, 1743-1805.	n79107744	n79107744	Person	http://example.org/1360951#Agent100-11	n85141618	
Pais, Aldo	n79116021	n79116021	Person	http://example.org/1360951#Agent700-26		
Boccherini, Luigi, 1743-1805.	n79107744	n79107744	Person	http://example.org/1360105#Agent100-12	n85141618	
Pais, Aldo	n79116021	n79116021	Person	http://example.org/1360105#Agent700-26		
Dalla Vecchia, Wolfango	n79054272	n79054272	Person	http://example.org/1360105#Agent700-27		
Greer, Albert, 1937-			Person	http://example.org/1331608#Agent100-11		
Händel, George Frideric, 1685-1759	n79129204	n79129204	Person	http://example.org/1331608#Agent700-25	n81073693	
Frederick II, King of Prussia, 1712-1786	n80056902	n80056902	Person	http://example.org/1331608#Agent700-26	n83125423	
Rimbaud, Arthur, 1854-1891.	n79054799	n79054799	Person	http://example.org/1331608#Agent700-27	nb2006025680	
Morawetz, Oskar, 1917-2007	n84143161	n84143161	Person	http://example.org/1331608#Agent700-28		
Tchaikovsky, Peter Ilich, 1840-1893	n79072979	n79072979	Person	http://example.org/1331608#Agent700-29	n81047354	
Händel, George Frideric, 1685-1759	n79129204	n79129204	Person	http://example.org/1331608#Agent700-30	n81073693	
Frederick II, King of Prussia, 1712-1786	n80056902	n80056902	Person	http://example.org/1331608#Agent700-31	n83125423	
Verdi, Giuseppe, 1813-1901.	n79038460	n79038460	Person	http://example.org/1331608#Agent700-32		
Quilter, Roger, 1877-1953	n81016948	n81016948	Person	http://example.org/1331608#Agent700-33		
Falla, Manuel de 1876-1946	n79079443	n79079443	Person	http://example.org/1331608#Agent700-34	n96014729	
Willan, Healey, 1880-1968.Lake Isle of Innisfree.			Person	http://example.org/1331608#Agent700-35		
Somers, Harry, 1925-1999	n81061971	n81061971	Person	http://example.org/1331608#Agent700-36		
Brough, George	n87128573	n87128573	Person	http://example.org/1331608#Agent700-37		
Mahler, Christina	n93052553	n93052553	Person	http://example.org/1331608#Agent700-38	nr90008754	
Miller, Douglas, flutist.			Person	http://example.org/1331608#Agent700-39		
Gordon, Bonnie, 1968-....	n2004070864	n2004070864	Person	http://example.org/1301307#Agent700-22		
Saro-Wiwa, Ken, 1941-1995	n77017603	n77017603	Person	http://example.org/1328474#Agent100-11		
Calgary Regional Planning Commission.		n82088837	Organization	http://example.org/1396986#Agent710-17	n82088837	
CEP Consultants Ltd.			Organization	http://example.org/1396986#Agent710-18		
J.R. Century Petroleum Consultants Ltd.			Organization	http://example.org/1396986#Agent710-19		
Goria, Wade R.	n85385017	n85385017	Person	http://example.org/1001338#Agent100-14		
Allsop, N. W. H. (Nigel William Henry), 1951-	n2001014062	n80076409	Organization	http://example.org/1306027#Agent710-18	n80076409	
Great Britain. Manpower Services Commission.		n80122946	Jurisdiction	http://example.org/1306027#Agent710-19	n80122946	
Grümmer, Gerhard	n50032988	n50032988	Person	http://example.org/1305544#Agent100-12		
Giovanni, Nikki	n80014902	n80014902	Person	http://example.org/1364576#Agent100-11		
Martin, George R.R.	n80160390	n80160390	Person	http://example.org/1364576#Agent700-23		
Stokes, Telfer	n84163898	n84163898	Person	http://example.org/1298873#Agent100-14	n92049958	
Stokes, Telfer	n84163898	n84163898	Person	http://example.org/1298873#Agent600-22	n92049958	http://example.org/1298873#Agent600-22
Douglas-Cooper, Helen.	no97005559	no97005559	Person	http://example.org/1298873#Agent600-23	n92049958	http://example.org/1298873#Agent600-23
Douglas-Cooper, Helen.	no97005559	no97005559	Person	http://example.org/1298873#Agent700-25	n92049958	
Weproductions,		n92049958	Organization	http://example.org/1298873#Agent710-26	n92049958	
Field, Richard Henning, 1944-	n85023634	n85023634	Person	http://example.org/1386754#Agent100-14		
Cross, Michael S.	n50017083	n50017083	Person	http://example.org/1386754#Agent700-26		
Art Gallery of Nova Scotia.		n84183559	Organization	http://example.org/1386754#Agent710-27	n84183559	
O'Brian, John, 1944-....	n81121591	n82108121	Organization	http://example.org/1386754#Agent710-28	n82108121	
Pärt, Arvo	n82003117	n82003117	Person	http://example.org/1339217#Agent100-11	no95014731	
Moore, Henry, 1898-1986	n79018152	n79018152	Person	http://example.org/1306469#Agent100-13		
Schelling, Thomas C., 1921-2016	n50016055	n50016055	Person	http://example.org/1336910#Agent100-10		
Bourne, Sheila	n84118781	n84118781	Person	http://example.org/1336910#Agent600-21		http://example.org/1336910#Agent600-21
Bourne, Sheila	n84118781	n84118781	Person	http://example.org/1336910#Agent700-23		
Tisdell, C. A. (Clement Allan)	n50012738	n50012738	Person	http://example.org/1336492#Agent100-12		
Vinter, R.B. (Richard B.)	n81130542	n81130542	Person	http://example.org/1336492#Agent700-25		
Mahajan, Serena, 1955-			Person	http://example.org/1320674#Agent100-9		
Banerjee, P. (Priyatosh), 1920-2007	n80009593	n80009593	Person	http://example.org/1321240#Agent700-21		
Butterfield, R. (Roy)	n80121549	n80121549	Person	http://example.org/1321240#Agent700-22		
Goehr, Walter	n84088384	n84088384	Person	http://example.org/1330687#Agent100-13	n2014068619	
Ben Baruch, Ephraim	n83328333	n83328333	Person	http://example.org/1372078#Agent700-24		
Neumann, Yoram, 1947-	n84072703	n84072703	Person	http://example.org/1372078#Agent700-25		
Fiddler, Sid.			Person	http://example.org/1314888#Agent700-26		
