Column 1	Column 2	Column 3	VIAF-ID	Column 4	blank
Mapa Mundi (Series). Series A, Portuguese and Spanish church music	Lobo, Duarte, 1565-1646.	Lobo, Duarte, 1565-1646. | Mapa Mundi (Series). Series A, Portuguese and Spanish church music		http://example.org/1328340#Work830-20	blank
Masses, D minor (1811) Vocal score. Latin	Cherubini, Luigi, 1760-1842.	Cherubini, Luigi, 1760-1842. | Masses, D minor (1811) Vocal score. Latin		http://example.org/1337500#Work	blank
Modern social theory /	Belok, Michael.	Belok, Michael. | Modern social theory /		http://example.org/1328252#Work	blank
Moisture and humidity, 1985 : measurement and control in science and industry : proceedings of the 1985 International Symposium on Moisture and Humidity, Washington, D.C., April 15-18, 1985 /	International Symposium on Moisture and Humidity (1985 : Washington, D.C.)	International Symposium on Moisture and Humidity (1985 : Washington, D.C.) | Moisture and humidity, 1985 : measurement and control in science and industry : proceedings of the 1985 International Symposium on Moisture and Humidity, Washington, D.C., April 15-18, 1985 /		http://example.org/1002435#Work	blank
Montréal postmoderne	Parent, Marie-Danielle.	Parent, Marie-Danielle. | Montréal postmoderne		http://example.org/1312131#Work	blank
Voix intimes.	Gougeon, Denis, 1951-	Gougeon, Denis, 1951-. | Voix intimes	178931125	http://example.org/1312131#Work700-43	blank
Treppenmusik.	Rea, John, 1944-	Rea, John, 1944-. | Treppenmusik	179332943	http://example.org/1312131#Work700-44	blank
Pieces, violin, clarinet.	Vivier, Claude, 1948-1983.	Vivier, Claude, 1948-1983. | Pieces, violin, clarinet	178550217	http://example.org/1312131#Work700-45	blank
Clos de vie.	Evangelista, José, 1943-	Evangelista, José, 1943- | Clos de vie	177718865	http://example.org/1312131#Work700-46	blank
Morfologicheskie issledovanii͡a zhivotnykh /	Gili͡arov, M. S.	Gili͡arov, M. S. | Morfologicheskie issledovanii͡a zhivotnykh /		http://example.org/1321112#Work	blank
Mortality projections of registered Indians, 1982 to 1996 /	Rowe, G.	Rowe, G. | Mortality projections of registered Indians, 1982 to 1996 /		http://example.org/1295882#Work	blank
Motets. Selections	Josquin, des Prez, -1521.	Josquin, des Prez, -1521. | Motets. Selections	175198565	http://example.org/1373014#Work	blank
Motivating volunteers : how the rewards of unpaid work can meet people's needs /	Moore, Larry F., 1934-	Moore, Larry F., 1934- | Motivating volunteers : how the rewards of unpaid work can meet people's needs /		http://example.org/1002352#Work	blank
Motor learning : concepts &amp; applications /	Magill, Richard A.	Magill, Richard A. | Motor learning : concepts &amp; applications /		http://example.org/1365380#Work	blank
MSAT, an opportunity for Canada.	Canada. Dept. of Communications.	Canada. Dept. of Communications. | MSAT, an opportunity for Canada.		http://example.org/1357580#Work	blank
Multidimensional systems theory : progress, directions, and open problems in multidimensional systems /	Bose, N. K. (Nirmal K.), 1940-	Bose, N. K. (Nirmal K.), 1940- | Multidimensional systems theory : progress, directions, and open problems in multidimensional systems /		http://example.org/1301767#Work	blank
Mathematics and its applications (D. Reidel Publishing Company)	Bose, N. K. (Nirmal K.), 1940-	Bose, N. K. (Nirmal K.), 1940- | Mathematics and its applications (D. Reidel Publishing Company)		http://example.org/1301767#Work830-23	blank
Municipal concerns with the establishment of national parks in the Northwest Territories /	Northwest Territories Association of Municipalities.	Northwest Territories Association of Municipalities. | Municipal concerns with the establishment of national parks in the Northwest Territories /		http://example.org/1378732#Work	blank
Heritage for tomorrow.		 | Heritage for tomorrow.		http://example.org/1378732#Work740-24	blank
Music from Rustlers' rhapsody and other songs	Morris, Gary.	Morris, Gary. | Music from Rustlers' rhapsody and other songs		http://example.org/1408420#Work	blank
Music in Indian art /	Hariharan, M. (Muthuswamy), 1951-	Hariharan, M. (Muthuswamy), 1951- | Music in Indian art /		http://example.org/1329665#Work	blank
Musik und Jugendstil der Wiener Schule, 1900-1908 /	Gerlach, Reinhard, 1934-	Gerlach, Reinhard, 1934- | Musik und Jugendstil der Wiener Schule, 1900-1908 /		http://example.org/1368741#Work	blank
Musique sacrée à l' Oratoire St. Joseph	Petits Chanteurs du Mont-Royal.	Petits Chanteurs du Mont-Royal. | Musique sacrée à l' Oratoire St. Joseph		http://example.org/1331179#Work	blank
Motets (1569). Alleluja, Tulerunt Dominum.	Palestrina, Giovanni Pierluigi da, 1525?-1594.	Palestrina, Giovanni Pierluigi da (1525-1594). | Motety (1569). Alleluja, Tulerunt Dominum (aranż.)	179907365	http://example.org/1331179#Work700-31	blank
Deus canticum novum.	Asola, Giovanni Matteo, -1609.	Asola, Giovanni Matteo, -1609. | Deus canticum novum.		http://example.org/1331179#Work700-32	blank
Choral flourish.	Vaughan Williams, Ralph, 1872-1958.	Vaughan Williams, Ralph 1872-1958 A choral flourish	184180520	http://example.org/1331179#Work700-33	blank
Befiehl dem Engel, dass er komm.	Buxtehude, Dietrich, 1637-1707.	Buxtehude, Dietrich, 1637-1707. | Befiehl dem Engel, dass er komm	179253798	http://example.org/1331179#Work700-34	blank
Magnificat.	Reichel, Bernard, 1901-1992.	Reichel, Bernard, 1901-1992. | Magnificat	220604981	http://example.org/1331179#Work700-35	blank
Motets, women's voices, organ, op. 39. Veni Domine.	Mendelssohn-Bartholdy, Felix, 1809-1847.	Mendelssohn Bartholdy, Felix 1809-1847 | Veni Domine	183693739	http://example.org/1331179#Work700-36	blank
Sing unto the Lord.	Archer, Violet.	Archer, Violet. | Sing unto the Lord.		http://example.org/1331179#Work700-37	blank
Cantique de Jean Racine, mixed voices, organ.	Fauré, Gabriel, 1845-1924.	Fauré, Gabriel, 1845-1924. | Cantique de Jean Racine, mixed voices, organ.		http://example.org/1331179#Work700-38	blank
Psaume cl; arranged.	Franck, César, 1822-1890.	Franck, César, 1822-1890. | Psaume cl; arranged.		http://example.org/1331179#Work700-39	blank
Anna mihi dilecta veni.	Lasso, Orlando di, 1532-1594.	Lasso, Orlando di, 1532-1594. | Anna mihi dilecta veni	178867569	http://example.org/1331179#Work700-40	blank
Christus factus est, mixed voices.	Bruckner, Anton, 1824-1896.	Bruckner, Anton, 1824-1896. | Christus factus est, mixed voices, orchestra	185539881	http://example.org/1331179#Work700-41	blank
Ave verum.	Saint-Saëns, Camille, 1835-1921.	Saint-Saëns, Camille, 1835-1921. | Ave verum, women's solo voices, horn, organ	186597871	http://example.org/1331179#Work700-42	blank
Muza gdańska Janowi Sobieskiemu, 1673-1696 /	Kotarski, Edmund.	Kotarski, Edmund. | Muza gdańska Janowi Sobieskiemu, 1673-1696 /		http://example.org/1377891#Work	blank
Mythology for young people : a reference guide /	Kohn, Rita T.	Kohn, Rita T. | Mythology for young people : a reference guide /		http://example.org/1377016#Work	blank
Garland reference library of the humanities ;	Kohn, Rita T.	Kohn, Rita T. | Garland reference library of the humanities ;		http://example.org/1377016#Work830-23	blank
Nastawgan : the Canadian north by canoe &amp; snowshoe : a collection of historical essays /	Hodgins, Bruce W., 1931-	Hodgins, Bruce W., 1931- | Nastawgan : the Canadian north by canoe &amp; snowshoe : a collection of historical essays /		http://example.org/1377901#Work	blank
Neue Wege im russischen Geschichtsdenken des 18. Jahrhunderts /	Donnert, Erich.	Donnert, Erich. | Neue Wege im russischen Geschichtsdenken des 18. Jahrhunderts /		http://example.org/1313531#Work	blank
Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse.	Donnert, Erich.	Donnert, Erich. | Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse.		http://example.org/1313531#Work830-24	blank
Neuroanatomy and neuropathology : a clinical guide for neuropsychologists /	Reitan, Ralph M.	Reitan, Ralph M. | Neuroanatomy and neuropathology : a clinical guide for neuropsychologists /		http://example.org/1318845#Work	blank
New Nigerian verse : a three crowns anthology /	Akeh-Osu, Lawrence.	Akeh-Osu, Lawrence. | New Nigerian verse : a three crowns anthology /		http://example.org/1371655#Work	blank
New/old approaches to renewable resources management in the North /	Freeman, Milton M. R., 1934-	Freeman, Milton M. R., 1934- | New/old approaches to renewable resources management in the North /		http://example.org/1409258#Work	blank
Northern frontier development--Alaska/Canada perspectives.		 | Northern frontier development--Alaska/Canada perspectives.		http://example.org/1409258#Work740-26	blank
Nicomachean ethics. English	Aristotle.	Aristotle. | Nicomachean ethics. Book 1-4	180935354	http://example.org/1314216#Work	blank
Nisi Dominus Vocal score	Handel, George Frideric, 1685-1759.	Handel, George Frideric, 1685-1759. | Nisi Dominus Vocal score		http://example.org/1324868#Work	blank
Works. 1979.	Handel, George Frideric, 1685-1759.	Handel, George Frideric, 1685-1759. | Works. 1979.		http://example.org/1324868#Work800-29	blank
Njeddo Dewal, mère de la calamité : conte initiatique peul /	Bâ, Amadou Hampaté.	Bâ, Amadou Hampaté. | Njeddo Dewal, mère de la calamité : conte initiatique peul /		http://example.org/1330416#Work	blank
Collection orale.	Bâ, Amadou Hampaté.	Bâ, Amadou Hampaté. | Collection orale.		http://example.org/1330416#Work830-19	blank
Northern studies assessment project : a report : undertaken as a summer project for the National Library of Canada /	MacNaughton, Margot.	MacNaughton, Margot. | Northern studies assessment project : a report : undertaken as a summer project for the National Library of Canada /		http://example.org/1397323#Work	blank
North-South collaboration in higher education : academic links between Britain and the developing world /	King, Kenneth, 1940-	King, Kenneth, 1940- | North-South collaboration in higher education : academic links between Britain and the developing world /		http://example.org/1340470#Work	blank
Occasional papers (University of Edinburgh. Centre of African Studies) ;	King, Kenneth, 1940-	King, Kenneth, 1940- | Occasional papers (University of Edinburgh. Centre of African Studies) ;		http://example.org/1340470#Work830-25	blank
Roman s kokainom. English	Agi͡eev, M.	Agi͡eev, M. | Roman s kokainom. English		http://example.org/1313642#Work	blank
Numerical mathematics and computing /	Cheney, E. W. (Elliott Ward), 1929-	Cheney, E. W. (Elliott Ward), 1929- | Numerical mathematics and computing /		http://example.org/1336904#Work	blank
Nursing research : the application of qualitative approaches /	Field, Peggy-Anne.	Field, Peggy-Anne. | Nursing research : the application of qualitative approaches /		http://example.org/1368589#Work	blank
O auto retrato de Bakun : filme de S. Back.	Back, S., 1937-	Back, S., 1937- | O auto retrato de Bakun : filme de S. Back.		http://example.org/1310573#Work	blank
Oh Tyrol ; oder, Der letzte auf der Säule: ein Monolog /	Rosendorfer, Herbert, 1934-2012.	Rosendorfer, Herbert, 1934-2012. | Oh Tyrol ; oder, Der letzte auf der Säule: ein Monolog /		http://example.org/1393042#Work	blank
Der letzte auf der Säule.		 | Der letzte auf der Säule.		http://example.org/1393042#Work740-17	blank
On a Chinese screen /	Maugham, W. Somerset (William Somerset), 1874-1965.	Maugham, W. Somerset (William Somerset), 1874-1965. | On a Chinese screen	6.10145424541687E+020	http://example.org/1302800#Work	blank
On the trail of forgotten people : a personal account of the life and career of Mark Raymond Harrington /	Harrington, Marie.	Harrington, Marie. | On the trail of forgotten people : a personal account of the life and career of Mark Raymond Harrington /		http://example.org/1302626#Work	blank
Organized for prohibition : a new history of the Anti-saloon League /	Kerr, K. Austin (Kathel Austin)	Kerr, K. Austin (Kathel Austin) | Organized for prohibition : a new history of the Anti-saloon League /		http://example.org/1354871#Work	blank
Orientation program for development appeal boards. Supplementary information.	Alberta. Alberta Municipal Affairs. Planning Services Division.	Alberta. Alberta Municipal Affairs. Planning Services Division. | Orientation program for development appeal boards. Supplementary information.		http://example.org/1001202#Work	blank
Origini del dubbio nel pensiero e nella poesia di Giacomo Leopardi /	Ghiazza, Silvana.	Ghiazza, Silvana. | Origini del dubbio nel pensiero e nella poesia di Giacomo Leopardi /		http://example.org/1000458#Work	blank
Il dubbio nel Leopardi.		 | Il dubbio nel Leopardi.		http://example.org/1000458#Work740-20	blank
Ost-West-Handel 1984/85 : OECD-Importe aus dem Osten belebt (Entwicklung 1984 und Aussichten für 1985) /	Stankovsky, Jan.	Stankovsky, Jan. | Ost-West-Handel 1984/85 : OECD-Importe aus dem Osten belebt (Entwicklung 1984 und Aussichten für 1985) /		http://example.org/1359383#Work	blank
Forschungsberichte (Wiener Institut für Internationale Wirtschaftsvergleiche) ;	Stankovsky, Jan.	Stankovsky, Jan. | Forschungsberichte (Wiener Institut für Internationale Wirtschaftsvergleiche) ;		http://example.org/1359383#Work830-19	blank
[Pam'i͡atka arkhii͡ereĭsʹkykh vidvidyn].	Marusyn, Myroslav.	Marusyn, Myroslav. | [Pam'i͡atka arkhii͡ereĭsʹkykh vidvidyn].		http://example.org/1390692#Work	blank
Pasynki vremennykh otchizn /	Gass, Boris.	Gass, Boris. | Pasynki vremennykh otchizn /		http://example.org/1315344#Work	blank
Rembrandt i evreĭstvo v ego tvorchestve. 1985.	Pasternak, Leonid Osipovich, 1862-1945.	Pasternak, Leonid Osipovich, 1862-1945. | Rembrandt i evreĭstvo v ego tvorchestve. 1985.		http://example.org/1315344#Work700-21	blank
Peinture québécoise à Paris : 36e Salon de la jeune peinture, Grand palais, Paris, France, du 6 au 23 février 1985 : Paris-Couleur-Montréal, Maison de la culture Côte-des-Neiges, ... Montréal, Québec, du 7 au 31 mars 1985.	Conseil des artistes peintres du Québec.	Conseil des artistes peintres du Québec. | Peinture québécoise à Paris : 36e Salon de la jeune peinture, Grand palais, Paris, France, du 6 au 23 février 1985 : Paris-Couleur-Montréal, Maison de la culture Côte-des-Neiges, ... Montréal, Québec, du 7 au 31 mars 1985.		http://example.org/1405386#Work	blank
Personal care /	Wilshere, E. R.	Wilshere, E. R. | Personal care /		http://example.org/1313288#Work	blank
Equipment for the disabled (Series)	Wilshere, E. R.	Wilshere, E. R. | Equipment for the disabled (Series)		http://example.org/1313288#Work830-29	blank
Perspectives	Hocks, Paula.	Hocks, Paula. | Perspectives		http://example.org/1296103#Work	blank
Peter Hill plays piano music	Hill, Peter, 1948- ,	Hill, Peter, 1948- , | Peter Hill plays piano music		http://example.org/1312499#Work	blank
Sonata, piano.	Osborne, Nigel.	Osborne, Nigel. | Sonata, piano	181257576	http://example.org/1312499#Work700-30	blank
Piano music. Selections.	Skempton, Howard, 1947-	Skempton, Howard, 1947- | Piano music. Selections	183196254	http://example.org/1312499#Work700-31	blank
Dreamlandscapes. Book 2.	Young, Douglas, 1947-	Young, Douglas, 1947- | Dreamlandscapes, book 2	178027054	http://example.org/1312499#Work700-32	blank
Podotri͡ad Octomacrinea Khotenovsky /	Khotenovskiı̆, I. A. (Igorʹ Aleksandrovich)	Khotenovskiı̆, I. A. (Igorʹ Aleksandrovich) | Podotri͡ad Octomacrinea Khotenovsky /		http://example.org/1328729#Work	blank
Fauna SSSR. ;	Khotenovskiı̆, I. A. (Igorʹ Aleksandrovich)	Khotenovskiı̆, I. A. (Igorʹ Aleksandrovich) | Fauna SSSR. ;		http://example.org/1328729#Work830-22	blank
Poem of Thanksgiving and other poems /	Kavanagh, Paul.	Kavanagh, Paul. | Poem of Thanksgiving and other poems /		http://example.org/1339268#Work	blank
Poesía social cubana.	Editorial Letras Cubanas.	Editorial Letras Cubanas. | Poesía social cubana.		http://example.org/1359187#Work	blank
Poetikata na makedonskiot raskaz /	Georgievski, Hristo, 1943-	Georgievski, Hristo, 1943- | Poetikata na makedonskiot raskaz /		http://example.org/1344911#Work	blank
Poezija Laze Kostića /	Živković, Dragiša.	Živković, Dragiša. | Poezija Laze Kostića /		http://example.org/1305393#Work	blank
