Column 1	LC-ID-Per	LC-ID-names	org	Column 3	Column 4	LC-ID-Cor	Column 5
Beck, Leland L.	n84014609	n84014609	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beck,%20Leland%20L.	http://example.org/1389791#Agent100-15		
Banko, Rosalie, 1941-	n90632278	n90632278	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Banko,%20Rosalie,%201941-	http://example.org/1377867#Agent100-11		
Barlow, Jeffrey G., 1946-	n94001274	n94001274	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Barlow,%20Jeffrey.	http://example.org/1377867#Agent700-23		
Bonkowski, Francis J.	n90632295	n90632295	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bonkowski,%20Francis%20J.	http://example.org/1377867#Agent700-24		
McKelvie, B. A. (Bruce Alistair), 1889-1960	n89607552	n89607552	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McKelvie,%20B.%20A.%20(Bruce%20Alistair),%201889-1960.	http://example.org/1372452#Agent100-14		
Hall, Gayle C.	n87884248	n87884248	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hall,%20Gayle%20C.	http://example.org/1323449#Agent700-24		
Phi Delta Kappa. Center on Evaluation, Development, and Research.		n84201220	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Phi%20Delta%20Kappa.%20Center%20on%20Evaluation,%20Development,%20and %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research.	http://example.org/1323449#Agent710-25	n84201220	
Swears, Linda	n81031258	n81031258	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Swears,%20Linda.	http://example.org/1321990#Agent100-17		
Knorr von Rosenroth, Christian, Freiherr, 1636-1689	n84806453	n84806453	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Millet,%20Christian.	http://example.org/1397050#Agent100-11		
Canadian Centre for Occupational Health and Safety.		n85160029	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.	http://example.org/1397050#Agent710-24	n85160029	
Pytlik, Edward C.	n78057592	n78057592	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pytlik,%20Edward%20C.	http://example.org/1303930#Agent100-12		
Lauda, Donald P.	n85362156	n85362156	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lauda,%20Donald%20P.	http://example.org/1303930#Agent700-23		
Carter, Jimmy, 1924-....	n79021791	n79021791	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20David%20L.	http://example.org/1303930#Agent700-24		
Hilliard, Robert L., 1925-....	n50035196	n50035196	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hilliard,%20Robert%20L.,%201925-	http://example.org/1407999#Agent700-24		
Krasner, David, 1952-....	n97023266	n82138192	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Emerson%20College.	http://example.org/1407999#Agent710-25	n82138192	
