Column 1	LC-ID-Per	LC-ID-names	org	Column 3	Column 4	LC-ID-Cor	Column 5
Gould, Lewis L.	n80065567	n79022809	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20National%20Park%20Servicehttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20National%20Park%20Service	n79022809	http://example.org/1328943#Agent610-25
Cahn, Robert, 1917-1997	n82073766	n82073766	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cahn,%20Robert,%201917-1997.	http://example.org/1328943#Agent700-26		
Mosconi, Davide	n85331256	n85331256	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mosconi,%20Davide.	http://example.org/1001500#Agent100-9		
Villarosa, Riccardo, 1950-	n83031955	n83031955	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Villarosa,%20Riccardo,%201950-	http://example.org/1001500#Agent700-19		
Fuld, James J., 1916-2008	n82217193	n82217193	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fuld,%20James%20J.,%201916-2008.	http://example.org/1351133#Agent100-14		
Myhrer, Keith	n89614245	n89614245	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Myhrer,%20Keith.	http://example.org/1312750#Agent100-10		
Lyneis, Margaret M.	n81027496	n81027496	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lyneis,%20Margaret%20M.	http://example.org/1312750#Agent700-26		
Gerstäcker, Friedrich, 1816-1872.	n80064230	n80064230	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zale,%20Thomas%20F.	http://example.org/1312750#Agent700-27		
Hanes, Richard Clay, 1946-	n88672212	n88672212	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hanes,%20Richard%20Clay,%201946-	http://example.org/1312750#Agent700-28		
United States. Bureau of Land Management. Nevada State Office.		n78023965	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20Bureau%20of%20Land%20Management.%20Nevada%20State %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Office.	http://example.org/1312750#Agent710-29	n78023965	
Roberts, Doreen, 1934-	nb2001077071	nb2001077071	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kilner,%20Geoffrey.	http://example.org/1002852#Agent100-13		
McCaig, Robert	no2011049052	no2011049052	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McCaig,%20Robert.	http://example.org/1330711#Agent700-19		
Woods, Ngaire.	no96036999	n79150416	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commonwealth%20Secretariat.	http://example.org/1330711#Agent710-20	n79150416	
Commonwealth Council for Educational Administration.		n78086876	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commonwealth%20Council%20for%20Educational%20Administration.	http://example.org/1330711#Agent710-21	n78086876	
Kondoleon, Harry	n85812310	n85812310	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kondoleon,%20Harry.	http://example.org/1374812#Agent100-9		
Kondoleon, Harry	n85812310	n85812310	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kondoleon,%20Harry.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Kondoleon,%20Harry.		http://example.org/1374812#Agent600-21
Beard, Mark	n88671756	n88671756	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beard,%20Mark.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Beard,%20Mark.		http://example.org/1374812#Agent600-22
Charrière, Gérard, 1935-	n86842911	n86842911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Charrière,%20Gérard,%201935-	http://example.org/1374812#Agent700-23		
Oates, Joyce Carol, 1938-....	n78095538	n78095538	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Joyce,%20Carol.	http://example.org/1374812#Agent700-24		
Beard, Mark	n88671756	n88671756	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beard,%20Mark.	http://example.org/1374812#Agent700-25		
Wigmore, Barrie A.	n84090328	n84090328	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wigmore,%20Barrie%20A.	http://example.org/1306521#Agent100-14		
Beckwith, Burnham P. (Burnham Putnam), 1904-	n50033877	n50033877	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beckwith,%20Burnham%20P.%20(Burnham%20Putnam),%201904-	http://example.org/1325992#Agent100-11		
Onwueme, Osonye Tess	n85224191	n85224191	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Onwueme,%20Osonye%20Tess.	http://example.org/1393471#Agent100-13		
Hinnebusch, William A.	n87152911	n87152911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hinnebusch,%20William%20A.	http://example.org/1321169#Agent100-11		
Radcliffe, Timothy	n80153610	n79063273	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dominicanshttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dominicans	n79063273	http://example.org/1321169#Agent610-21
Smith, Godfrey, 1926-	n50013419	n50013419	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Smith,%20Godfrey,%201926-	http://example.org/1299782#Agent100-12		
Allen, W.B. (William Barclay), 1944-	n83162877	n83162877	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20W.%20B.%20(William%20Barclay),%201944-	http://example.org/1002694#Agent700-23		
Lloyd, Gordon, 1942-....	n84198728	n84198728	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lloyd,%20Gordon,%201942-	http://example.org/1002694#Agent700-24		
Lloyd, Margie.	n84198729	n84198729	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lloyd,%20Margie.	http://example.org/1002694#Agent700-25		
Thomson, Peter, 1938-....	n80159018	n80159018	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Thomson,%20Peter,%201938-	http://example.org/1002689#Agent100-12		
Salgādo, Gāmini (1929-1985).	n50016592	n50016592	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Salgādo,%20Gāmini,%201929-1985.	http://example.org/1002689#Agent700-22		
Alberta. Environmental Assessment Division.		n2001146518	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Environmental%20Assessment%20Division.	http://example.org/1395641#Agent710-19	n2001146518	
Alberta. Alberta Environment.		n81082415	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Alberta%20Environment.	http://example.org/1395641#Agent710-20	n81082415	
Aarons, Edward S. (Edward Sidney), 1916-1975	n85067126	n85067126	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Macdonald,%20Ross,%201915-1983.	http://example.org/1396699#Agent100-9		
Camus, Albert, 1913-1960.	n79061368	n79061368	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Faulkner,%20William,%201897-1962.	http://example.org/1396699#Agent600-22		
Camus, Albert, 1913-1960.	n79061368	n79061368	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Faulkner,%20William,%201897-1962.	http://example.org/1396699#Agent600-23		
Welty, Eudora, 1909-2001	n79038434	n79038434	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Welty,%20Eudora,%201909-2001.	http://example.org/1396699#Agent700-24		
Sipper, Ralph B.	n81068351	n81068351	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sipper,%20Ralph%20B.	http://example.org/1396699#Agent700-25		
Lydon, John, 1956-....	n94113308	n94113308	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Teitelbaum,%20Michael%20S.	http://example.org/1353061#Agent100-13		
Schlözer, August Ludwig von, 1735-1809.	n85124094	n85124094	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Winter,%20J.%20M.	http://example.org/1353061#Agent700-25		
Lill, Wendy, 1950-	n85384097	n85384097	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lill,%20Wendy,%201950-	http://example.org/1327175#Agent100-18		
Doty, C. Stewart (Charles Stewart)	n50026160	n50026160	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Doty,%20C.%20Stewart%20(Charles%20Stewart)	http://example.org/1369400#Agent700-29		
Federal Writers' Project.		n79125205	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Federal%20Writers'%20Project.	http://example.org/1369400#Agent710-30	n79125205	
Hairs, Marie-Louise.	n86068000	n86068000	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hairs,%20Marie-Louise.	http://example.org/1332399#Agent100-13		
Finet, Dominique	n86067999	n86067999	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Finet,%20Dominique.	http://example.org/1332399#Agent700-29		
Stevenson, Marc	n85242904	n85242904	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stevenson,%20Marc.	http://example.org/1389845#Agent100-11		
Henry, Donald O.	n79023440	n79134997	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Society%20for%20American%20Archaeology.	http://example.org/1389845#Agent710-26	n79134997	
Stanford Program on International and Cross-Cultural Education.		n86873650	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Stanford%20Program%20on%20International%20and%20Cross-Cultural %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Education.	http://example.org/1353540#Agent710-18	n86873650	
Joslin, Mary Coker, 1922-2016	n85142704	n85142704	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Joslin,%20Mary%20Coker,%201922-	http://example.org/1001558#Agent700-26		
Hoxie, Frederick E., 1947-....	n80129772	n80129772	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hoxie,%20Frederick%20E.,%201947-	http://example.org/1319269#Agent100-9		
Grob, Gerald N., 1931-2015	n79073647	n79073647	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grob,%20Gerald%20N.,%201931-	http://example.org/1304257#Agent100-14		
Yu, Xintun	n86057485	n80044917	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Japan.%20Gaimushō.	http://example.org/1341548#Agent710-20	n80044917	
Plato	n79139459	n79139459	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gil,%20Benjamin.	http://example.org/1338653#Agent100-9		
Kenya. Dept. of the Registrar-General.		n84053485	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Kenya.%20Dept.%20of%20the%20Registrar-General.	http://example.org/1338653#Agent710-23	n84053485	
Anker, Richard, 1943-	n82088372	n89625214	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20Nations%20Fund%20for%20Population%20Activities.	http://example.org/1338653#Agent710-24	n89625214	
Miller, Donald L., 1944-....	n79003530	n79003530	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Miller,%20Donald%20L.,%201944-	http://example.org/1299076#Agent100-13		
Sharpless, Richard E.	n85009785	n85009785	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sharpless,%20Richard%20E.	http://example.org/1299076#Agent700-26		
Pedrick, Kathryn E.	n85135084	n85135084	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pedrick,%20Kathryn%20E.	http://example.org/1312751#Agent100-10		
United States. Bureau of Land Management. Nevada State Office.		n78023965	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20Bureau%20of%20Land%20Management.%20Nevada%20State %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Office.	http://example.org/1312751#Agent710-27	n78023965	
Conomos, Dimitri E.	n80055734	n80055734	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Conomos,%20Dimitri%20E.	http://example.org/1001305#Agent100-15		
Mykhaïl, Metropolitan of Winnipeg and All Canada, 1885-1977	n2002098586	n50000556	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Orthodox%20Eastern%20Churchhttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Orthodox%20Eastern%20Church	n50000556	http://example.org/1001305#Agent610-26
McDonald, David A.	n84018030	n77018797	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Petro-Canada.	http://example.org/1305389#Agent110-10	n77018797	
Environmental Law Centre (Alta.)		n88029165	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Environmental%20Law%20Centre%20(Alta.)	http://example.org/1305389#Agent710-21	n88029165	
Freedman, Estelle B., 1947-....	n80129618	n80129618	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Freedman,%20Estelle%20B.,%201947-	http://example.org/1296772#Agent700-22		
O'Connor, Frank, 1903-1966	n80010451	n80010451	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22O'Connor,%20Frank,%201903-1966.	http://example.org/1334595#Agent100-12		
Eldin, Peter, 1939-	n85231436	n85231436	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Eldin,%20Peter,%201939-	http://example.org/1002712#Agent100-11		
Diehl, Patrick S.	n79035776	n79035776	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Diehl,%20Patrick%20S.	http://example.org/1306151#Agent100-14		
Hoover, Paul, 1945-	no89003783	no89003783	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hoover,%20Paul,%201945-	http://example.org/1312549#Agent700-36		
National Institute of Handicapped Research (U.S.)		n86017656	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Institute%20of%20Handicapped%20Research%20(U.S.)	http://example.org/1312549#Agent710-37	n86017656	
Harman, Thomas L., 1942-....	n78048466	n78048466	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harman,%20Thomas%20L.,%201942-	http://example.org/1339738#Agent100-13		
Massie, Elizabeth.	no93004066	no93004066	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lawson,%20Barbara.	http://example.org/1339738#Agent700-26		
Hamilton, Peter F.	n95122382	n95122382	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rutland,%20Peter.	http://example.org/1002793#Agent100-13		
Parnell, Dale, 1928-	n78089811	n78089811	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parnell,%20Dale,%201928-	http://example.org/1409288#Agent100-17		
Hawker, Margaret	n84133774	n84133774	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hawker,%20Margaret.	http://example.org/1368862#Agent100-13		
Hawker, Margaret	n84133774	n84133774	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hawker,%20Margaret.	http://example.org/1368862#Agent700-26		
Payne, Darwin Reid	n80072567	n80072567	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Payne,%20Darwin%20Reid.	http://example.org/1002335#Agent100-14		
Payne, Darwin Reid	n80072567	n80072567	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Payne,%20Darwin%20Reid.	http://example.org/1002335#Agent700-28		
Leyendecker, Liston E.	n86140179	n86140179	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Leyendecker,%20Liston%20E.	http://example.org/1339207#Agent100-13		
Tolley, A. T. (A. Trevor)	n85324602	n85324602	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tolley,%20A.%20T.%20(A.%20Trevor)	http://example.org/1366184#Agent100-15		
Kuhn, Annette, 1934-....	n81017080	n81017080	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kuhn,%20Annette.	http://example.org/1000867#Agent100-15		
Harzig, Christiane.	n86019487	n86019487	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harzig,%20Christiane.	http://example.org/1356493#Agent700-29		
Hoerder, Dirk	n50031274	n50031274	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hoerder,%20Dirk.	http://example.org/1356493#Agent700-30		
Hoerder, Dirk	n50031274	n86027110	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Labor%20Migration%20Project.	http://example.org/1356493#Agent710-31	n86027110	
Hoerder, Dirk	n50031274	n84036553	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Labor%20Newspaper%20Preservation%20Project.	http://example.org/1356493#Agent710-32	n84036553	
McCloskey, Deirdre N.	n81074382	n81074382	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McCloskey,%20Deirdre%20N.	http://example.org/1335204#Agent100-14		
Corley-Smith, Peter, 1923-	n85233795	n85233795	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Corley-Smith,%20Peter,%201923-	http://example.org/1335386#Agent100-13		
British Columbia Provincial Museum		n81093187	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Columbia%20Provincial%20Museumhttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Columbia%20Provincial%20Museum	n81093187	http://example.org/1335386#Agent610-23
Knowlton, Rennie	n85233796	n85233796	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Knowlton,%20Rennie.	http://example.org/1335386#Agent700-24		
Glissant, Édouard, 1928-2011	n81139743	n81139743	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Glissant,%20Édouard,%201928-2011.	http://example.org/1362284#Agent100-14		
Callen, Herbert B.	n85052294	n85052294	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Callen,%20Herbert%20B.	http://example.org/1399696#Agent100-12		
Sillanpaa, Len.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sillanpaa,%20Len.	http://example.org/1409929#Agent100-11		
Northern Affairs Program (Canada). Office of the Northern Research and Science Advisor.		n89625157	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northern%20Affairs%20Program%20(Canada).%20Office%20of%20the%20Northern%20Research %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20and%20Science%20Advisor.	http://example.org/1409929#Agent710-21	n89625157	
Pallottino, Massimo	n80086730	n80086730	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pallottino,%20Massimo.	http://example.org/1369676#Agent700-17	n2002034190	
Pandolfini Angeletti, Maristella	n80088810	n80088810	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pandolfini%20Angeletti,%20Maristella.	http://example.org/1369676#Agent700-18		
Danielsson, Olof August, 1852-1933	n90626221	n80089846	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Istituto%20di%20studi%20etruschi%20ed%20italici.	http://example.org/1369676#Agent710-19	n80089846	
Melnyk, George.	n78046493	n78046493	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Melnyk,%20George.	http://example.org/1375836#Agent100-18		
Elman, Natalie Madorsky	n80105658	n80105658	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Elman,%20Natalie%20Madorsky.	http://example.org/1339762#Agent100-12		
Center for Applied Research in Education.		n79077352	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Center%20for%20Applied%20Research%20in%20Education.	http://example.org/1339762#Agent710-25	n79077352	
Watt, James C.Y.	n80098649	n80098649	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Watt,%20James%20C.%20Y.	http://example.org/1403186#Agent100-12		
China House Gallery.		n82033009	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22China%20House%20Gallery.	http://example.org/1403186#Agent710-24	n82033009	
Nordic Workshop on the Teaching of Science and Technology in an Interdisciplinary Context (1985 : Kollekolle, Denmark)		n85250290	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nordic%20Workshop%20on%20the%20Teaching%20of%20Science%20and%20Technology%20in%20an %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Interdisciplinary%20Context%20(1985%20:%20Kollekolle,%20Denmark)	http://example.org/1355247#Agent111-14	n85250290	
Thulstrup, Erik Waaben, 1941-	n80017115	n80017115	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Thulstrup,%20Erik%20Waaben,%201941-	http://example.org/1355247#Agent700-26		
Nordic Center of the International Network on Chemical Education.		n85250295	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nordic%20Center%20of%20the%20International%20Network%20on%20Chemical %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Education.	http://example.org/1355247#Agent710-27	n85250295	
Danmarks lærerhøjskole. Kemisk institut.		n85250294	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Danmarks%20lærerhøjskole.%20Kemisk%20institut.	http://example.org/1355247#Agent710-28	n85250294	
Delors, Jacques	n85315383	n85315383	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Delors,%20Jacques.	http://example.org/1353990#Agent100-10	n98064073	
Laidler, David E. W.	n50039414	no95038119	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.http://www.loc.gov/mads/rdf/v1#CorporateName	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.	no95038119	http://example.org/1353990#Agent610-19
Hallstein, Walter, 1901-1982.	n50018469	n2004153355	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22European%20Economic%20Community.http://www.loc.gov/mads/rdf/v1#CorporateName	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22European%20Economic%20Community.	n2004153355	http://example.org/1353990#Agent610-20
Matthews, Rupert	n87904537	n79032985	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22European%20Parliament.	http://example.org/1353990#Agent710-22	n79032985	
Buckner, Phillip A. (Phillip Alfred), 1942-	n81129114	n81129114	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Buckner,%20Phillip%20A.%20(Phillip%20Alfred),%201942-	http://example.org/1344527#Agent100-19		
International Law Symposium (1984 : Cambridge, England)		n85222632	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Law%20Symposium%20(1984%20:%20Cambridge, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20England)	http://example.org/1359670#Agent111-13	n85222632	
Breitman, George	n50042457	n50042457	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Beverly%20A.	http://example.org/1359670#Agent700-27		
Kostin, Sergeĭ (Sergeĭ Vasilʹevich)	n97061128	n97061128	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ward,%20Christian%20S.	http://example.org/1359670#Agent700-28		
Columbia Law School Alumni Association.		n82167056	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Columbia%20Law%20School%20Alumni%20Association.	http://example.org/1359670#Agent710-29	n82167056	
Columbia Law School Association of the United Kingdom.		n85222633	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Columbia%20Law%20School%20Association%20of%20the%20United%20Kingdom.	http://example.org/1359670#Agent710-30	n85222633	
Galerie Dresdnere.		n87803265	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Galerie%20Dresdnere.	http://example.org/1405672#Agent110-9	n87803265	
Dickson, Jennifer	n86854809	n86854809	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dickson,%20Jenniferhttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dickson,%20Jennifer		http://example.org/1405672#Agent600-18
Klinger, Julius	n84042490	n84042490	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Klinger,%20Julius.	http://example.org/1406755#Agent100-13		
Grahn, Judy, 1940-....	n78041632	n78041632	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grahn,%20Judy,%201940-	http://example.org/1296705#Agent100-13		
Barkhaus, Robert S.	n86817546	n86817546	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Barkhaus,%20Robert%20S.	http://example.org/1370298#Agent700-21		
Wallach, Joelle	n87124378	n87124378	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wallach,%20Joelle.	http://example.org/1345390#Agent100-10		
García Lorca, Federico, 1898-1936.	n79034425	n79034425	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22García%20Lorca,%20Federico,%201898-1936http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22García%20Lorca,%20Federico,%201898-1936	n87871771	http://example.org/1345390#Agent600-23
Machado, Antonio, 1875-1939	n79066067	n79066067	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Machado,%20Antonio,%201875-1939http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Machado,%20Antonio,%201875-1939		http://example.org/1345390#Agent600-24
Pérez Trevisan, Graciela	no2001089348	no2001089348	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez%20Trevisan,%20Gracielahttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Pérez%20Trevisan,%20Graciela		http://example.org/1345390#Agent600-25
García Lorca, Federico, 1898-1936.	n79034425	n79034425	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22García%20Lorca,%20Federico,%201898-1936.	http://example.org/1345390#Agent700-28	n87871771	
Machado, Antonio, 1875-1939	n79066067	n79066067	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Machado,%20Antonio,%201875-1939.	http://example.org/1345390#Agent700-29		
Pérez Trevisan, Graciela	no2001089348	no2001089348	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez%20Trevisan,%20Graciela.	http://example.org/1345390#Agent700-30		
American Composers Alliance.		nr95025318	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22American%20Composers%20Alliance.	http://example.org/1345390#Agent710-31	nr95025318	
Laster, Janet F.	n84212242	n84212242	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Laster,%20Janet%20F.	http://example.org/1001985#Agent100-9		
National Center for Research in Vocational Education (U.S.)		n79000803	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Center%20for%20Research%20in%20Vocational%20Education %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(U.S.)	http://example.org/1001985#Agent710-23	n79000803	
