PerformerNum,CompositionNum,RecitalNum,PerformanceNum,PerformanceIndex,PerformanceRole,PerformanceLabel,InstrumentURL,RCode,RecitalType,RecitalName,DateRecorded,Location,CompositionTitle,ComposerName,ComposerNum,ComposerURL,ComposerVerified,PerformerName
L2615,16159,854,867,13,soprano,saprano,,f,Faculty recital,"Faculty Recital, Alan Ord, bass; Cathryn Landreth, soprano",2004-08-06,Convocation Hall,"There is a balm in Gilead, for voice and piano / arranged by Mark Hayes",Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Landreth, Cathryn"
R238,16166,895,904,9,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,2005-04-08,Convocation Hall,TheSalley gardens / arranged for mixed chorus by David Mooney,Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Ratzlaff, Leonard"
N563,16274,836,841,5,voice,voice,,dm,MMus recital,"MMus Recital, Shelagh Scott, piano",2004-03-28,Studio 27,"Thestar of the county down, for voice and piano / arranged by H. Hughes",Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Newton, Geoff"
J32,16353,594,599,5,bass viol,bass viol,,ecm,Collegium Musicum,Collegium Musicum,1988-03-18,Convocation Hall,Thewillow song (from Shakespeare's Othello),Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Jamieson, Tom"
K628,16353,594,599,5,"director, mixed consorts","director, mixed consorts",,ecm,Collegium Musicum,Collegium Musicum,1988-03-18,Convocation Hall,Thewillow song (from Shakespeare's Othello),Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Klakowich, Robert"
T167,16353,594,599,5,soprano,saprano,,ecm,Collegium Musicum,Collegium Musicum,1988-03-18,Convocation Hall,Thewillow song (from Shakespeare's Othello),Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Tanner, Merrill"
B8248,17240,593,597,4,director,director,,ecm,Collegium Musicum,Collegium Musicum,1987-03-06,Convocation Hall,"Untitled, voices (2) (Pickering's lute book, ca. 1616)",Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Brauner, Mitchell P."
D718,17240,593,597,4,director,director,,ecm,Collegium Musicum,Collegium Musicum,1987-03-06,Convocation Hall,"Untitled, voices (2) (Pickering's lute book, ca. 1616)",Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Dorsey, Paul"
J32,17240,593,597,4,lute,lute,,ecm,Collegium Musicum,Collegium Musicum,1987-03-06,Convocation Hall,"Untitled, voices (2) (Pickering's lute book, ca. 1616)",Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Jamieson, Tom"
K628,17240,593,597,4,director,director,,ecm,Collegium Musicum,Collegium Musicum,1987-03-06,Convocation Hall,"Untitled, voices (2) (Pickering's lute book, ca. 1616)",Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Klakowich, Robert"
L883,17240,593,597,4,lute,lute,,ecm,Collegium Musicum,Collegium Musicum,1987-03-06,Convocation Hall,"Untitled, voices (2) (Pickering's lute book, ca. 1616)",Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Lotsberg, Carl"
G455,17664,626,638,12,director,director,,ecm,Collegium Musicum,Collegium Musicum,1989-03-17,Convocation Hall,What tidings bringest thou?,Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Giesbrecht, Marnie"
R523,17822,692,712,20,soprano,saprano,,o,Other,"Faculty & Friends, Judith Richardson, soprano and Janet Scott-Hoyt, piano",2001-01-26,Convocation Hall,Ye banks and braes,Anonymous,,http://www.musicbrainz.org/artist/f731ccc4-e22a-43af-a747-64213329e088,-0-,"Richardson, Judith"
G455,9623,613,619,6,director,director,,ecm,Collegium Musicum,Collegium Musicum,1989-11-24,Convocation Hall,Missa In die Sanctae Trinitatis.  Gloria,"Ap Rhys, Philip, fl. 1545-1560",297,,LCAUTH,"Giesbrecht, Marnie"
O49,9623,613,619,6,director,director,,ecm,Collegium Musicum,Collegium Musicum,1989-11-24,Convocation Hall,Missa In die Sanctae Trinitatis.  Gloria,"Ap Rhys, Philip, fl. 1545-1560",297,,LCAUTH,"Ollikkala, Debra"
G455,9626,613,618,5,director,director,,ecm,Collegium Musicum,Collegium Musicum,1989-11-24,Convocation Hall,Missa In die Sanctae Trinitatis.  Kyrie,"Ap Rhys, Philip, fl. 1545-1560",297,,LCAUTH,"Giesbrecht, Marnie"
O49,9626,613,618,5,director,director,,ecm,Collegium Musicum,Collegium Musicum,1989-11-24,Convocation Hall,Missa In die Sanctae Trinitatis.  Kyrie,"Ap Rhys, Philip, fl. 1545-1560",297,,LCAUTH,"Ollikkala, Debra"
S719,1525,585,592,7,electroacoustic music,electroacoustic music,,ccp,Composition class,"Student Composers, Reel Music",1987-03-18,Convocation Hall,"Bohater, for tape (Hero)","Arasimowicz, George",304,,OCLC WorldCat,Sound Recording
S719,1525,597,601,4,electroacoustic music,electroacoustic music,,f,Faculty recital,New Music in Celebration of Canada Music Week,1987-11-24,Convocation Hall,"Bohater, for tape (Hero)","Arasimowicz, George",304,,OCLC WorldCat,Sound Recording
B8248,8866,594,612,18,director,director,,ecm,Collegium Musicum,Collegium Musicum,1988-03-18,Convocation Hall,"Madrigals, voices (4).  O felic' occhi partire","Arcadelt, Jacob, ca. 1505-1568",310,,Gate,"Brauner, Mitchell P."
N6158,964,489,495,6,mezzo-soprano,mezzo-soprano,,o,Other,Violet Archer 80th Birthday Celebration:  Young Performers' Concert,1993-04-23,Convocation Hall,"April weather, for voice and piano","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Nichols, Alison"
N6158,3326,489,494,5,mezzo-soprano,mezzo-soprano,,o,Other,Violet Archer 80th Birthday Celebration:  Young Performers' Concert,1993-04-23,Convocation Hall,"Cradle song, for voice and piano","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Nichols, Alison"
P615,4947,638,639,1,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1990-11-21,Convocation Hall,"Fanfare for a festive day, for brass quintet.  No. 1, Majestic fanfare / performed by brass ensemble","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Pier, Fordyce"
R238,5437,459,465,6,conductor,conductor,,f,Faculty recital,Violet Archer 80th Birthday Celebration:  Gala Conert,1993-04-24,Convocation Hall,"French-Canadian folk songs, for mixed chorus","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Ratzlaff, Leonard"
C188,6659,459,462,3,clarinet,clarinet,,f,Faculty recital,Violet Archer 80th Birthday Celebration:  Gala Conert,1993-04-24,Convocation Hall,If the stars are burning,"Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Campbell, James"
O49,6659,459,462,3,mezzo-soprano,mezzo-soprano,,f,Faculty recital,Violet Archer 80th Birthday Celebration:  Gala Conert,1993-04-24,Convocation Hall,If the stars are burning,"Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Ollikkala, Debra"
A286,7364,65,68,3,soprano,saprano,,o,Other,Violet Archer: A Composer's Life: Farewell Concert,1998-04-25,Convocation Hall,Kaleidoscopio,"Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Ahmad, Aliya"
A286,7364,76,80,4,soprano,saprano,,o,Other,Siriusly: Celebrating Young Artists,1997-04-25,Convocation Hall,Kaleidoscopio,"Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Ahmad, Aliya"
R238,7787,448,454,6,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers &  Academy of Strings,1993-03-14,Convocation Hall,"Landscapes, for mixed chorus.  Children's voices in the orchard","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Ratzlaff, Leonard"
R238,7787,459,466,7,conductor,conductor,,f,Faculty recital,Violet Archer 80th Birthday Celebration:  Gala Conert,1993-04-24,Convocation Hall,"Landscapes, for mixed chorus.  Children's voices in the orchard","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Ratzlaff, Leonard"
S5298,8477,489,498,9,snare drum,snare drum,,o,Other,Violet Archer 80th Birthday Celebration:  Young Performers' Concert,1993-04-23,Convocation Hall,"Little suite, for snare drum","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Sharif, Jamil"
P471,9497,610,615,5,accordian,accordian,,f,Faculty recital,"Faculty Recital, University of Alberta Composers' Concert",1988-11-23,Convocation Hall,"Miniatures, for classical accordian","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Peruch, Nelli Antonio"
W6472,10301,528,530,2,baritone,baritone,,f,Faculty recital,Encounters I,1991-10-05,Convocation Hall,"Northern journey, for voice and piano","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Wiens, Harold"
N6158,13773,489,493,4,mezzo-soprano,mezzo-soprano,,o,Other,Violet Archer 80th Birthday Celebration:  Young Performers' Concert,1993-04-23,Convocation Hall,"Somone, for voice and piano","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Nichols, Alison"
C188,13869,459,463,4,clarinet,clarinet,,f,Faculty recital,Violet Archer 80th Birthday Celebration:  Gala Conert,1993-04-24,Convocation Hall,"Sonata, clarinet and piano","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Campbell, James"
B411,16148,65,67,2,conductor,conductor,,o,Other,Violet Archer: A Composer's Life: Farewell Concert,1998-04-25,Convocation Hall,There are pidgeons on the roof of the little chapel,"Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Bedford-Clooney, Heather"
B561,16148,65,67,2,mezzo-soprano,mezzo-soprano,,o,Other,Violet Archer: A Composer's Life: Farewell Concert,1998-04-25,Convocation Hall,There are pidgeons on the roof of the little chapel,"Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Best, Celeste"
M216,16148,65,67,2,clarinet,clarinet,,o,Other,Violet Archer: A Composer's Life: Farewell Concert,1998-04-25,Convocation Hall,There are pidgeons on the roof of the little chapel,"Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Mahon, John"
M953,16148,65,67,2,soprano,saprano,,o,Other,Violet Archer: A Composer's Life: Farewell Concert,1998-04-25,Convocation Hall,There are pidgeons on the roof of the little chapel,"Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Muir, Sarah"
R238,16679,448,453,5,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers &  Academy of Strings,1993-03-14,Convocation Hall,"To rest in Thee, for mixed chorus","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Ratzlaff, Leonard"
R238,16679,459,464,5,conductor,conductor,,f,Faculty recital,Violet Archer 80th Birthday Celebration:  Gala Conert,1993-04-24,Convocation Hall,"To rest in Thee, for mixed chorus","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Ratzlaff, Leonard"
W556,17119,569,572,3,conductor,conductor,,ecc,Concert Choir,Concert Choir,1989-04-07,Convocation Hall,"Twenty-third Psalm, for mixed voices","Archer, Violet, 1913-2000",,http://www.musicbrainz.org/artist/34f4b857-fe1e-4ade-acbc-f89c1ad0952d,Gate,"Wheatcroft, Bruce"
O49,5474,452,460,8,soprano,saprano,,f,Faculty recital,"Faculty Recital, Debra Ollikkala, soprano & Stéphane Lemelin, piano",1992-01-31,Convocation Hall,"From the diary of Virginia Woolf, for voice and piano","Argento, Dominick",,http://www.musicbrainz.org/artist/58bf98da-ca2f-4003-81cb-672bc9e23764,Gate,"Ollikkala, Debra"
C521,14686,102,109,7,soprano,saprano,,dm,MMus recital,"MMus Recital, Melanie Cherniwchan, soprano",1996-11-15,Convocation Hall,Songs about spring,"Argento, Dominick",,http://www.musicbrainz.org/artist/58bf98da-ca2f-4003-81cb-672bc9e23764,Gate,"Cherniwchan, Melanie"
W195,14688,603,615,12,soprano,saprano,,dm,MMus recital,"MMus Recital, Viola Wallbank, soprano",1987-05-09,Convocation Hall,"Songs about spring, for voice and piano","Argento, Dominick",,http://www.musicbrainz.org/artist/58bf98da-ca2f-4003-81cb-672bc9e23764,Gate,"Wallbank, Viola"
H677,12063,257,265,8,conductor,conductor,,dm,MMus recital,"MMus Recital, Melanie Hladunewich, choral conductor",2000-01-23,Convocation Hall,Psalm 40: blazhen razumevaiai na nishcha i uboha,"Arkhangel'skii, Aleksandr Andreevich, 1846-1924",402,,LCAUTH,"Hladunewich, Melanie"
D395,16362,1096,1102,6,voice,voice,,eus,University Symphony Orchestra,Music and Memories,2009-10-04,Convocation Hall,Thewizard of Oz.  Over the rainbow / arranged for band by W. Barker,"Arlen, Harold, 1905-1986",,http://www.musicbrainz.org/artist/3508f3fd-3b18-493c-a362-376736bb6cde,"Gate, LCAUTH, OCLC WorldCat","Denis, Kimberly"
S381,16362,1096,1102,6,conductor,conductor,,eus,University Symphony Orchestra,Music and Memories,2009-10-04,Convocation Hall,Thewizard of Oz.  Over the rainbow / arranged for band by W. Barker,"Arlen, Harold, 1905-1986",,http://www.musicbrainz.org/artist/3508f3fd-3b18-493c-a362-376736bb6cde,"Gate, LCAUTH, OCLC WorldCat","Schroeder, Angela"
P647,165,525,531,6,conductor,conductor,,ecb,Concert Band,Concert Band,1990-03-15,Convocation Hall,"[Little suite, brass band, no. 1, op. 78; arr.]  Prelude, siciliano and rondo, for band","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Pinchin, Harry"
C564,586,169,177,8,vacuum cleaner,vacuum cleaner,,ecb,Concert Band,Concert Band,1996-03-31,Convocation Hall,AGrand grand overture / arr. by Keith Wilson,"Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Chute, Michael"
P424,586,169,177,8,vacuum cleaner,vacuum cleaner,,ecb,Concert Band,Concert Band,1996-03-31,Convocation Hall,AGrand grand overture / arr. by Keith Wilson,"Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Peppink, Graeme"
S915,586,169,177,8,conductor,conductor,,ecb,Concert Band,Concert Band,1996-03-31,Convocation Hall,AGrand grand overture / arr. by Keith Wilson,"Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Street, William H."
T884,586,169,177,8,vacuum cleaner,vacuum cleaner,,ecb,Concert Band,Concert Band,1996-03-31,Convocation Hall,AGrand grand overture / arr. by Keith Wilson,"Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Tuba, Derek"
W727,586,169,177,8,floor polisher,floor polisher,,ecb,Concert Band,Concert Band,1996-03-31,Convocation Hall,AGrand grand overture / arr. by Keith Wilson,"Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Williams, Stephen"
N428,2869,468,473,5,conductor,conductor,,eas,Academy Strings,Academy Strings,1993-11-06,West End Christian Reformed Church,"Concerto, organ and orchestra, op. 47","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Nelson, Norman"
P615,4650,564,566,2,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1989-11-22,Convocation Hall,Englishes dances. No. 1-4 / arranged for band by M. Johnstone,"Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Pier, Fordyce"
G767,6104,968,969,1,conductor,conductor,,ecb,Concert Band,Concert Band,2006-12-03,Convocation Hall,"H.R.H. The Duke of Camridge, op. 60, for concert band","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Grasdahl, Wendy"
S915,8475,757,759,2,conductor,conductor,,ecb,Concert Band,Concert Band,2002-12-01,Convocation Hall,"Little suite, brass band, no. 1, op. 78; arr.]  Prelude, siciliano and rondo","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Street, William H."
P615,11790,95,98,3,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1996-11-30,Convocation Hall,"Prelude, siciliano and rondo / arr. J.P. Paynter","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Pier, Fordyce"
S915,11792,38,50,12,conductor,conductor,,ecb,Concert Band,Concert Band,1998-04-05,Convocation Hall,"Prelude, siciliano and rondo / arr. John P. Paynter","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Street, William H."
S915,11794,876,884,8,conductor,conductor,,ecb,Concert Band,Concert Band,2001-04-01,Convocation Hall,"Prelude, siciliano and rondo / arranged for band by John P. Paynter","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Street, William H."
G767,13162,1061,1062,1,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble & 2007 High School Honour Band,2007-03-17,Convocation Hall,"Scottish dances, for orchestra, op. 59 / arranged for band","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Grasdahl, Wendy"
S915,13162,320,324,4,conductor,conductor,,ecb,Concert Band,Concert Band,1994-04-05,Convocation Hall,"Scottish dances, for orchestra, op. 59 / arranged for band","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Street, William H."
S915,13166,525,528,3,conductor,conductor,,ecb,Concert Band,Concert Band,1990-03-15,Convocation Hall,"Scottish dances, for orchestra, op. 59  / arranged for band","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Street, William H."
S915,13166,524,530,6,conductor,conductor,,ecb,Concert Band,Concert Band,1990-04-01,Convocation Hall,"Scottish dances, for orchestra, op. 59  / arranged for band","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Street, William H."
P615,13170,599,600,1,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1988-11-29,Convocation Hall,"Scottish dances, for orchestra, op. 59 / arranged for band by J. Paynter","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Pier, Fordyce"
S915,13170,876,878,2,conductor,conductor,,ecb,Concert Band,Concert Band,2001-04-01,Convocation Hall,"Scottish dances, for orchestra, op. 59 / arranged for band by J. Paynter","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Street, William H."
F735,15472,785,795,10,conductor,conductor,,f,Faculty recital,Faculty & Friends,2003-10-26,Convocation Hall,"Symphony, for brass, op. 123","Arnold, Malcolm",,http://www.musicbrainz.org/artist/cdfa63ba-a0d2-447b-b6d4-1c6bfbc11352,Gate,"Forsyth, Malcolm"
H178,12065,869,876,7,soprano,saprano,,dm,MMus recital,"MMus Recital, David Wilson, conductor",2002-10-28,Convocation Hall,"Psalm 84, for mixed voices","Askelsson, Horthur, 1953-",456,,Prog. 28 Oct 2002,"Hall, Megan"
W7475,12065,869,876,7,conductor,conductor,,dm,MMus recital,"MMus Recital, David Wilson, conductor",2002-10-28,Convocation Hall,"Psalm 84, for mixed voices","Askelsson, Horthur, 1953-",456,,Prog. 28 Oct 2002,"Wilson, David"
