Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blabnk
Indiana University. School of Education	n82063419	100	Indiana University. School of Education		n82063419		Indiana University. School of Education	n82063419	0.9487179487	Jurisdiction		http://example.org/1018484#Agent810-19	
Farrand, J. T.	n50011925	100	Farrand, J. T	n50011925	n50011925	0.9285714286	Farrand, J. T			Person		http://example.org/103777#Agent100-10	
International Labour Office	n79086351	100	International Labour Office		n79086351		International Labour Office	n79086351	0.9642857143	Organization		http://example.org/1002096#Agent110-9	
International Labour Conference. (41st : 1958 : Geneva, Switzerland)			International Labour Conference. (41st : 1958 : Geneva, Switzerland)				International Labour Conference. (41st : 1958 : Geneva, Switzerland)			Meeting		http://example.org/1002096#Agent711-20	
International Labour Conference	n79069821	100	International Labour Conference		n79069821		International Labour Conference	n79069821	0.96875	Meeting		http://example.org/1002096#Agent711-21	
Ferguson, Jean	no2017044438	100	Ferguson, Jean				Ferguson, Jean			Person		http://example.org/1040781#Agent100-9	
Perrault, Charles, 1628-1703	n79018715	100	Perrault, Charles, 1628-1703	n79018715	n79018715	0.9655172414	Perrault, Charles, 1628-1703			Person		http://example.org/1019502#Agent100-11	
Diop, Birago	n81015720	100	Diop, Birago	n81015720	n81015720	1	Diop, Birago			Person		http://example.org/1020774#Agent100-12	
Hutchinson, Joyce A.	n80119507	100	Hutchinson, Joyce A	n80119507	n80119507	0.95	Hutchinson, Joyce A			Person		http://example.org/1020774#Agent700-23	
Diop, Birago	n81015720	100	Diop, Birago	n81015720	n81015720	1	Diop, Birago			Person		http://example.org/1020774#Agent700-24	
Diop, Birago	n81015720	100	Diop, Birago	n81015720	n81015720	1	Diop, Birago			Person		http://example.org/1020774#Agent700-25	
Saint-Germain, Claude, 1944-			Saint-Germain, Claude, 1944-				Saint-Germain, Claude, 1944-			Person		http://example.org/1008836#Agent100-9	
Serrahima, Maurici	n79054852	100	Serrahima, Maurici	n79054852	n79054852	1	Serrahima, Maurici			Person		http://example.org/1095001#Agent100-10	
Fréchette, Louis Honoré, 1839-1908	n50025451	97	Fréchette, Louis Honoré, 1839-1908	n50025451	n50025451	0.8857142857	Fréchette, Louis Honoré, 1839-1908			Person		http://example.org/1065528#Agent100-9	
Beaulieu, Victor Lévy, 1945-	n79138873	98	Beaulieu, Victor Lévy, 1945-	n79138873	n79138873	0.9642857143	Beaulieu, Victor Lévy, 1945-			Person		http://example.org/1065528#Agent700-18	
Lambert, Lisette			Lambert, Lisette				Lambert, Lisette			Person		http://example.org/1080492#Agent100-9	
Kaba, Alkaly, 1936-	n50043104	100	Kaba, Alkaly, 1936-	n50043104	n50043104	0.8260869565	Kaba, Alkaly, 1936-			Person		http://example.org/1009135#Agent100-9	
Kaba, Alkaly, 1936-	n50043104	100	Kaba, Alkaly, 1936-	n50043104	n50043104	0.8260869565	Kaba, Alkaly, 1936-			Person		http://example.org/1009135#Agent700-18	
Kaba, Alkaly, 1936-	n50043104	100	Kaba, Alkaly, 1936-	n50043104	n50043104	0.8260869565	Kaba, Alkaly, 1936-			Person		http://example.org/1009135#Agent700-19	
Méraville, Marie-Aimée, 1902-1963	n86819572	97	Méraville, Marie-Aimée, 1902-1963	n86819572	n86819572	0.9696969697	Méraville, Marie-Aimée, 1902-1963			Person		http://example.org/1037512#Agent100-9	
Chodźko, Alexander, 1804-1891	no89016953	98	Chodźko, Alexander, 1804-1891	no89016953	no89016953	1	Chodźko, Alexander, 1804-1891			Person		http://example.org/10462#Agent100-9	
Viau, Roger	no99017884	80	Viau, Roger				Viau, Roger			Person		http://example.org/1062709#Agent100-9	
Dumézil, Georges, 1898-1986	n50030551	98	Dumézil, Georges, 1898-1986	n50030551	n50030551	0.9642857143	Dumézil, Georges, 1898-1986			Person		http://example.org/1099039#Agent100-10	
Maupassant, Guy de, 1850-1893	n79069916	100	Maupassant, Guy de, 1850-1893	n79069916	n79069916	0.9333333333	Maupassant, Guy de, 1850-1893			Person		http://example.org/1023026#Agent100-9	
Forestier, Louis	n50024851	100	Forestier, Louis				Forestier, Louis			Person		http://example.org/1023026#Agent700-19	
Faucher de Saint-Maurice, 1844-1897	nr95026898	100	Faucher de Saint-Maurice, 1844-1897	nr95026898	nr95026898	1	Faucher de Saint-Maurice, 1844-1897			Person		http://example.org/1043977#Agent100-9	
Holas, B. (Bohumil), 1909-1979	n50042234	100	Holas, B. (Bohumil), 1909-1979	n50042234	n50042234	1	Holas, B. (Bohumil), 1909-1979			Person		http://example.org/107580#Agent700-19	
Royer, France Marie	no2016165515	100	Royer, France Marie	no2016165515	no2016165515	1	Royer, France Marie			Person		http://example.org/1078453#Agent100-10	
Thériault, Yves, 1915-1983			Thériault, Yves, 1915-1983				Thériault, Yves, 1915-1983			Person		http://example.org/1001824#Agent100-10	
Elliott, John B.	n88238963	100	Elliott, John B				Elliott, John B			Person		http://example.org/103342#Agent700-20	
Indiana Historical Society	n79054987	100	Indiana Historical Society		n79054987		Indiana Historical Society	n79054987	0.9230769231	Organization		http://example.org/103342#Agent710-21	
Marx, Karl, 1818-1883	n79006935	100	Marx, Karl, 1818-1883	n79006935	n79006935	0.9545454545	Marx, Karl, 1818-1883			Person		http://example.org/1000923#Agent600-21	
Dewey, John, 1859-1952	n79060532	100	Dewey, John, 1859-1952	n79060532	n79060532	0.9565217391	Dewey, John, 1859-1952			Person		http://example.org/1000923#Agent600-22	
Gavin, W. J. (William J.), 1943-	n80038094	100	Gavin, W. J. (William J.), 1943-	n80038094	n80038094	1	Gavin, W. J. (William J.), 1943-			Person		http://example.org/1000923#Agent700-23	
Carterette, Edward C.	n50080985	100	Carterette, Edward C	n50080985	n50080985	0.9523809524	Carterette, Edward C			Person		http://example.org/1065058#Agent100-10	
Jones, Margaret Hubbard, 1915- 			Jones, Margaret Hubbard, 1915- 				Jones, Margaret Hubbard, 1915- 			Person		http://example.org/1065058#Agent700-19	
University of California, Los Angeles	n79046090	100	University of California, Los Angeles		n79046090		University of California, Los Angeles	n79046090	0.9736842105	Organization		http://example.org/1065058#Agent710-20	
Bradshaw, James A.	nr00039561	100	Bradshaw, James A	nr00039561	nr00039561	0.9444444444	Bradshaw, James A			Person		http://example.org/1072353#Agent700-21	
Langton, Patricia G.	nr00039564	100	Langton, Patricia G	nr00039564	nr00039564	0.95	Langton, Patricia G			Person		http://example.org/1072353#Agent700-22	
Patterson, Virginia W.	n50050685	100	Patterson, Virginia W	n50050685	n50050685	0.9545454545	Patterson, Virginia W			Person		http://example.org/1072353#Agent700-23	
Western Interstate Commission for Higher Education	n79139499	100	Western Interstate Commission for Higher Education		n79139499		Western Interstate Commission for Higher Education	n79139499	1	Organization		http://example.org/1072353#Agent710-24	
Axline, W. Andrew	n81070550	100	Axline, W. Andrew	n81070550	n81070550	0.9444444444	Axline, W. Andrew			Person		http://example.org/1042001#Agent700-31	
Black, Naomi, 1957-	n85186610	100	Black, Naomi, 1957-	n85186610	n85186610	1	Black, Naomi, 1957-			Person		http://example.org/1042001#Agent700-32	
Clay, Dean N			Clay, Dean N				Clay, Dean N			Person		http://example.org/1069886#Agent100-11	
Canada. Library of Parliament. Research Branch	n85823344	96	Canada. Parliament. Library. Research Branch		no2003017800		Canada. Parliament. Library. Research Branch	no2003017800	0.8409090909	Jurisdiction		http://example.org/1069886#Agent810-24	
Glueck, Sheldon, 1896-1980	n50030610	100	Glueck, Sheldon, 1896-1980	n50030610	n50030610	1	Glueck, Sheldon, 1896-1980			Person		http://example.org/1075174#Agent100-12	
Sullivan, Walter	n83152885	100	Sullivan, Walter	n83152885	n83152885	0.9411764706	Sullivan, Walter			Person		http://example.org/1035751#Agent100-12	
Gray, Cecil, 1895-1951	n50032112	100	Gray, Cecil, 1895-1951	n50032112	n50032112	1	Gray, Cecil, 1895-1951			Person		http://example.org/1073101#Agent100-10	
Chʻiao, Chien	n82100797	81	Chʻiao, Chien				Chʻiao, Chien			Person		http://example.org/1072812#Agent100-11	
Etter, David C			Etter, David C				Etter, David C			Person		http://example.org/1072583#Agent100-13	
Oregon. Educational Coordinating Council	n80051815	100	Oregon. Educational Coordinating Council		n80051815		Oregon. Educational Coordinating Council	n80051815	1	Jurisdiction		http://example.org/1072583#Agent710-24	
Oregon State System of Higher Education. Division of Continuing Education	n50032883	100	Oregon State System of Higher Education. Division of Continuing Education		n50032883		Oregon State System of Higher Education. Division of Continuing Education	n50032883	1	Organization		http://example.org/1072583#Agent710-25	
Taylor, Bryony	nb2016022780	96	Taylor, Bryon				Taylor, Bryon			Person		http://example.org/1059552#Agent100-10	
Ontario Association for Continuing Education	n50002335	100	Ontario Association for Continuing Education		n50002335		Ontario Association for Continuing Education	n50002335	1	Organization		http://example.org/1059552#Agent710-20	
Fisher, David I.	n89117685	100	Fisher, David I	n89117685	n89117685	0.9375	Fisher, David I			Person		http://example.org/1012978#Agent100-13	
Walsh, Francis J.	n80030631	100	Walsh, Francis J	n80030631	n80030631	0.9411764706	Walsh, Francis J			Person		http://example.org/1012978#Agent700-24	
Conference Board	n79023184	100	Conference Board				Conference Board			Organization		http://example.org/1012978#Agent710-25	
Alford, Harold J.	n79149032	100	Alford, Harold J	n79149032	n79149032	0.9411764706	Alford, Harold J			Person		http://example.org/1071772#Agent100-14	
W.K. Kellogg Foundation	n79055095	100	W.K. Kellogg Foundation		n79055095		W.K. Kellogg Foundation	n79055095	0.9583333333	Organization		http://example.org/1071772#Agent710-23	
Nakamoto, June	n93069057	100	Nakamoto, June	n93069057	n93069057	1	Nakamoto, June			Person		http://example.org/1030279#Agent100-10	
Verner, Coolie	n50013925	100	Verner, Coolie	n50013925	n50013925	0.9333333333	Verner, Coolie			Person		http://example.org/1030279#Agent700-20	
Nakamoto, June	n93069057	100	Nakamoto, June	n93069057	n93069057	1	Nakamoto, June			Person		http://example.org/1025209#Agent100-10	
Verner, Coolie	n50013925	100	Verner, Coolie	n50013925	n50013925	0.9333333333	Verner, Coolie			Person		http://example.org/1025209#Agent700-21	
ERIC Clearinghouse on Adult Education	n50008737	100	ERIC Clearinghouse on Adult Education		n50008737		ERIC Clearinghouse on Adult Education	n50008737	1	Organization		http://example.org/1071736#Agent110-11	
Liveright, A. A. (Alexander Albert), 1907-	nr91025500	100	Liveright, A. A. (Alexander Albert), 1907-	nr91025500	nr91025500	0.9761904762	Liveright, A. A. (Alexander Albert), 1907-			Person		http://example.org/1067173#Agent100-10	
Mosconi, David L			Mosconi, David L				Mosconi, David L			Person		http://example.org/1067173#Agent700-21	
Academy for Educational Development	n79109249	100	Academy for Educational Development		n79109249		Academy for Educational Development	n79109249	0.9722222222	Organization		http://example.org/1067173#Agent710-22	
Levin, Melvin R., 1924-	n50049103	100	Levin, Melvin R., 1924-	n50049103	n50049103	0.8518518519	Levin, Melvin R., 1924-			Person		http://example.org/1071790#Agent100-12	
Slavet, Joseph S.	n50012555	100	Slavet, Joseph S	n50012555	n50012555	0.9411764706	Slavet, Joseph S			Person		http://example.org/1071790#Agent700-25	
Massachusetts Advisory Council on Education	n80120513	100	Massachusetts Advisory Council on Education		n80120513		Massachusetts Advisory Council on Education	n80120513	0.9772727273	Organization		http://example.org/1071790#Agent710-26	
National Conference on the Continuing Education of the Bar Harriman, N.Y., 1958			National Conference on the Continuing Education of the Bar Harriman, N.Y., 1958				National Conference on the Continuing Education of the Bar Harriman, N.Y., 1958			Meeting		http://example.org/106685#Agent111-10	
Joint Committee on Continuing Legal Education of the American Law Institute and the American Bar Association	n80126226	82	Joint Committee on Continuing Legal Education of the American Law Institute and the American Bar Association				Joint Committee on Continuing Legal Education of the American Law Institute and the American Bar Association			Organization		http://example.org/106685#Agent710-20	
Houle, Cyril Orvin, 1913-	n79142953	85	Houle, Cyril Orvin, 1913-				Houle, Cyril Orvin, 1913-			Person		http://example.org/1072595#Agent100-10	
Mead, Margaret, 1901-1978	n78093416	100	Mead, Margaret, 1901-1978	n78093416	n78093416	0.9615384615	Mead, Margaret, 1901-1978			Person		http://example.org/1023833#Agent100-15	
Coser, Lewis A., 1913-2003	n80015746	100	Coser, Lewis A., 1913-2003	n80015746	n80015746	1	Coser, Lewis A., 1913-2003			Person		http://example.org/1024005#Agent100-19	
Johnson, John J., 1912-2004	n79089820	100	Johnson, John J., 1912-2004	n79089820	n79089820	1	Johnson, John J., 1912-2004			Person		http://example.org/1025653#Agent100-12	
SSRC-ACLS Joint Committee on Latin American Studies			SSRC-ACLS Joint Committee on Latin American Studies				SSRC-ACLS Joint Committee on Latin American Studies			Organization		http://example.org/1025653#Agent710-24	
Giner, Salvador	n79111402	100	Giner, Salvador	n79111402	n79111402	1	Giner, Salvador			Person		http://example.org/1058433#Agent100-13	
Reading, Eng. University. Graduate School of Contemporary European Studies	no94015821	95	Reading, Eng. University. Graduate School of Contemporary European Studies				Reading, Eng. University. Graduate School of Contemporary European Studies			Jurisdiction		http://example.org/1058433#Agent810-24	
McGillem, Clare D.	n83160135	100	McGillem, Clare D	n83160135	n83160135	0.9444444444	McGillem, Clare D			Person		http://example.org/1066940#Agent100-13	
Cooper, George R.	n83160136	100	Cooper, George R				Cooper, George R			Person		http://example.org/1066940#Agent700-25	
Branch, Melville Campbell, 1913-	n80072454	100	Branch, Melville Campbell, 1913-	n80072454	n80072454	1	Branch, Melville Campbell, 1913-			Person		http://example.org/106544#Agent100-9	
McLean, Alf F			McLean, Alf F				McLean, Alf F			Person		http://example.org/1012653#Agent100-12	
Exshaw School District (Alta.)			Exshaw School District (Alta.)				Exshaw School District (Alta.)			Organization		http://example.org/1012653#Agent610-23	
Halbert, Thomas D			Halbert, Thomas D				Halbert, Thomas D			Person		http://example.org/1012653#Agent700-25	
Hunt, John Joseph	n85045119	100	Hunt, John Joseph	n85045119	n85045119	1	Hunt, John Joseph			Person		http://example.org/1012653#Agent700-26	
University of Calgary. Division of Continuing Education	n88639303	100	University of Calgary. Division of Continuing Education		n88639303		University of Calgary. Division of Continuing Education	n88639303	1	Organization		http://example.org/1012653#Agent710-27	
Ligeti, György, 1923-2006	n80021715	98	Ligeti, György, 1923-2006	n80021715	n80021715	0.9615384615	Ligeti, György, 1923-2006			Person		http://example.org/1079628#Agent100-10	
Chadwick, P	nb2001053626	87	Chadwick, P				Chadwick, P			Person		http://example.org/102761#Agent100-10	
Elwood, Roger	n80050469	100	Elwood, Roger	n80050469	n80050469	1	Elwood, Roger			Person		http://example.org/1010645#Agent100-14	
Rowe, William Leal, 1926-			Rowe, William Leal, 1926-				Rowe, William Leal, 1926-			Person		http://example.org/102720#Agent700-22	
Williams, Neville, 1924-1977	n50019018	100	Williams, Neville, 1924-1977	n50019018	n50019018	1	Williams, Neville, 1924-1977			Person		http://example.org/1022196#Agent100-11	
Beebe, Gilbert W. (Gilbert Wheeler), 1912-2003	no00084446	100	Beebe, Gilbert W. (Gilbert Wheeler), 1912-2003	no00084446	no00084446	1	Beebe, Gilbert W. (Gilbert Wheeler), 1912-2003			Person		http://example.org/1029744#Agent100-13	
Catholic Church. Canadian Catholic Conference	n84183556	100	Catholic Church. Canadian Catholic Conference				Catholic Church. Canadian Catholic Conference			Organization		http://example.org/1022654#Agent110-11	
Gendron, Lionel, 1924-	n88653936	100	Gendron, Lionel, 1924-	n88653936	n88653936	1	Gendron, Lionel, 1924-			Person		http://example.org/1029769#Agent100-14	
Gardner, Jerry G			Gardner, Jerry G				Gardner, Jerry G			Person		http://example.org/1045986#Agent100-11	
Orlans, Harold, 1921-	n50000917	100	Orlans, Harold, 1921-	n50000917	n50000917	0.84	Orlans, Harold, 1921-			Person		http://example.org/1004719#Agent100-11	
U.S. Atomic Energy Commission	n78034861	100	U.S. Atomic Energy Commission		n78034861		U.S. Atomic Energy Commission	n78034861	0.9666666667	Organization		http://example.org/1004719#Agent610-19	
Jahnke, L. Gordon (L. Gordon)			Jahnke, L. Gordon (L. Gordon)				Jahnke, L. Gordon (L. Gordon)			Person		http://example.org/102370#Agent100-10	
Lysyk, Kenneth M.	n85075756	100	Lysyk, Kenneth M	n85075756	n85075756	0.9411764706	Lysyk, Kenneth M			Person		http://example.org/102370#Agent700-21	
Practising Law Institute	n78085422	100	Practising Law Institute		n78085422		Practising Law Institute	n78085422	0.96	Organization		http://example.org/1007119#Agent710-21	
Sokol, Andrew, 1916-	no93035972	100	Sokol, Andrew, 1916-	no93035972	no93035972	1	Sokol, Andrew, 1916-			Person		http://example.org/1018021#Agent100-12	
